Chapter,hanzi,meaning,example_en,usage_note
Chapter 4,餐桌,обеденный стол,Обеденный стол – важное место для семейной беседы.,Домашняя культура.
Chapter 4,廉价,дешевый; недорогой,Дешевое удобство не является оправданием пренебрежения здоровьем.,Экономический дескриптор.
Chapter 4,单一,одинокий; монотонный,Жизнь не должна быть слишком однообразной; нужен разнообразный опыт.,Отсутствие разнообразия.
Chapter 4,由此,таким образом; следовательно,"Отсюда ясно, что скорость – не единственный стандарт.",Логический разъем.
Chapter 4,派生,вывести; порождать,Многие онлайн-термины произошли от старых слов.,Лингвистический/реферат.
Chapter 4,专用,преданный; для специального использования,Эта полоса предназначена для автобусов.,Эксклюзивное использование.
Chapter 4,通道,проход; канал,В переходе метро постоянно проходят толпы людей.,Инфраструктура.
Chapter 4,绿化,озеленение; облесение,Озеленение сообщества дает жителям больше места для прогулок.,Относящийся к окружающей среде.
Chapter 4,霓虹灯,неоновый свет; неоновая вывеска,Неоновые огни украшают ночь и символизируют городскую суету.,Образы города.
Chapter 4,有机耕种,органическое сельское хозяйство,"Органическое сельское хозяйство привлекает внимание, отражая осведомленность о здоровье.",Сельскохозяйственный термин.
Chapter 4,作坊,мастерская,В старом городе сохранилось несколько традиционных мастерских по изготовлению тофу.,Ремесленное производство.
Chapter 4,标记,отметка; этикетка,Он отметил на карте маршрут медленной ходьбы.,Знак/метка.
Chapter 4,穿插,переплетаться; перемежать,Во время письма можно делать короткие перерывы.,Повествование/расписание.
Chapter 4,建筑物,здание; структура,Исторические здания нуждаются в надлежащей защите.,Архитектура.
Chapter 4,智者,мудрый человек; мудрец,Мудрые умеют выбирать между быстрым и медленным.,Классический тон.
Chapter 4,远远,далеко; далеко,Вдали горы кажутся тушью.,Наречие расстояния.
Chapter 4,古人,древние; люди старины,"Древние говорили, что спешка приводит к расточительству, и это по-прежнему поучительно.",Классическая ссылка.
Chapter 4,中外,Китай и за рубежом; отечественные и зарубежные,Существуют различия в темпах городского развития между Китаем и за рубежом.,Сравнительный охват.
Chapter 4,绝代,беспрецедентный; несравненный,Эту певицу называют несравненной.,Сильная похвала.
Chapter 4,大师,владелец; великий мастер,Мастера часто сохраняют спокойствие и не торопятся с успехом.,Высокий почет.
Chapter 4,幸好,к счастью; к счастью,"К счастью, он вовремя остановился и избежал аварии.",Облегчение.
Chapter 4,觉醒,пробудиться; осознавать,"Он осознал, что жизнь быстро меняется.",Сознание.
Chapter 4,盒饭,упакованная еда; коробка для ланча,"Офисные работники часто едят упакованные обеды, чтобы сэкономить время.",Городской фастфуд.
Chapter 4,饭局,сбор ужина; назначение еды,"У него так много встреч за ужином, что он редко ест дома.",Социальный ужин.
Chapter 4,共享,делиться; смысл совместного использования экономики,"Совместное использование велосипедов удобно, но также вызывает проблемы с управлением.",Современная экономика.
Chapter 4,应酬,социальные обязательства; развлекательный,Отказ от ненужной социальной активности освобождает больше времени для отдыха.,Социальные обязательства.
Chapter 4,新世纪,новый век; 21 век,"Since the new century, information technology has advanced rapidly.",Период времени.
Chapter 4,丁克族,"DINK (double income, no kids)",DINK couples focus more on personal time and quality of life.,Social label.
Chapter 4,流水作业线,assembly line,The assembly line raised output and also made people busier.,Industrial image.
Chapter 4,电子革命,digital/electronics revolution,The electronics revolution changed how people work.,Tech history.
Chapter 4,E时代,E-era; digital age,В эпоху Е информация обновляется чрезвычайно быстро; нужно научиться фильтровать.,Period term.
Chapter 4,农业社会,аграрное общество,Жизнь в аграрном обществе была относительно медленной.,Историческая социология.
Chapter 4,工业社会,индустриальное общество,Industrial society stresses efficiency and standardization.,Историческая социология.
Chapter 4,中产生活,middle-class lifestyle,Middle-class life pursues quality but also faces pressure.,Social stratum.
Chapter 4,跑狗场,greyhound racing track,The text mentions greyhound tracks to contrast urban entertainment and pace.,Региональная культурная справка.
Chapter 4,长潮,long-lasting trend,"After a long consumer trend faded, people began to reflect.",Text-specific usage.
Chapter 5,上天,Heaven; the sky,She looked up to Heaven and prayed silently for her mother.,Context-dependent.
Chapter 5,印证,confirm; bear out,Later experience confirmed her worry years ago.,Verification.
Chapter 5,依赖,depend on; rely on,Взрослые дети не должны слишком полагаться на родителей.,Может быть нейтральным или отрицательным.
Chapter 5,其间,в течение этого периода; среди них,During that time she went through much but rarely told others.,Formal time/space.
Chapter 5,回绝,refuse; turn down,He politely turned down the unreasonable invitation.,Formal refusal.
Chapter 5,庆贺,congratulate; celebrate,Relatives and friends came to congratulate him on entering university.,Festive.
Chapter 5,倾心,посвятить себя; влюбиться в,Она безропотно посвятила себя заботе о матери.,Эмоциональная преданность.
Chapter 5,敏感,sensitive,The child is very sensitive to changes in Mother's mood.,Psychological/social.
Chapter 5,清香,delicate fragrance,"Opening the pages, a delicate fragrance drifted out.",Sensory image.
Chapter 5,俗不可耐,vulgar; unbearably tacky,Those attention-grabbing remarks were unbearably vulgar.,Strong criticism.
Chapter 5,比喻,метафора; аналогия,The author likens maternal love to spring sunshine.,Rhetorical device.
Chapter 5,爱称,term of endearment; pet name,The child's pet name for Mother sounded especially soft.,Family intimacy.
Chapter 5,抚摸,stroke; caress,She stroked the old book as if stroking a memory.,Gentle touch.
Chapter 5,羽毛,feather,"A feather fell on the page, almost weightless.",Буквальный или переносный свет.
Chapter 5,诗集,сборник стихов,В этом сборнике стихов спрятаны мамины заметки.,Литературный объект.
Chapter 5,尘封,быть покрытым пылью; лежать неиспользованным,Книги на верхней полке давно были покрыты пылью.,Neglected state.
Chapter 5,意味深长,meaningful; profound,Mother gave him a meaningful look and said nothing.,Subtle depth.
Chapter 5,此时,at this moment; now,"At this moment, only the sound of turning pages filled the room.",Time pointer.
Chapter 5,有意识,consciously; deliberately,He consciously spent more time with his mother.,Intentional action.
Chapter 5,而已,nothing more; that's all,"I'm just reminding you, that's all—don't overthink.",Sentence-final particle.
Chapter 5,营造,create; foster (atmosphere),"Warm lighting created a quiet, cozy atmosphere.",Often abstract object.
Chapter 5,胳膊肘,elbow,He propped his elbows on the desk and read intently.,Body part; colloquial.
Chapter 5,在场,be present; on the scene,Everyone present was moved by his words.,Присутствие.
Chapter 5,影集,фотоальбом; Сериал,В фотоальбоме запечатлена юная улыбка матери.,Объект памяти.
Chapter 5,指点,указать; давать указания,Учитель научил его читать стихотворение вслух.,Может быть буквальное указание.
Chapter 5,讲解,объяснять; лекция,Он объяснил ребенку значение каждой строчки.,Teaching.
Chapter 5,无知,ignorant; unaware,Do not hurt loved ones' feelings out of ignorance.,Часто негативный.
Chapter 5,捂,cover (with hand); hold,"He covered his mouth, afraid laughter would disturb Mother.",Physical gesture.
Chapter 5,浏览,browse; skim,"He browsed the album, turning page after page.",Quick reading.
Chapter 5,花花绿绿,colorful; gaudy,The child likes colorful picture books.,Редупликация.
Chapter 5,书脊,spine (of a book),The poetry collection's title is on the spine.,Book part.
Chapter 5,微微,slightly; faintly,She nodded slightly to show agreement.,Gentle degree.
Chapter 5,默契,tacit understanding; rapport,Between mother and child there is rapport without many words.,Positive bond.
Chapter 5,敏捷,agile; quick,The child thinks quickly and asks interesting questions.,Positive ability.
Chapter 5,微妙,subtle; delicate,There are many subtle aspects to the mother-child bond.,Fine nuance.
Chapter 5,陶醉,be intoxicated with; revel in,He was lost in the rhythm of the poetry.,Immersion.
Chapter 5,纯属,purely; nothing but,This is purely a misunderstanding—please do not be angry.,Emphasis.
Chapter 5,天意,God's will; destiny,He believed their meeting was destiny.,Fate concept.
Chapter 5,匆匆,hurriedly; in a rush,He said goodbye in a rush and left for the exam.,Haste.
Chapter 5,落实,implement; carry out,The plan is set; the key is implementation.,Work term.
Chapter 5,竭力,do one's utmost,She did her utmost to care for Mother and never complained.,Strong effort.
Chapter 5,劝阻,dissuade; advise against,"Family dissuaded him from staying up late, but he insisted on finishing homework.",Persuasion to stop.
Chapter 5,察觉,detect; become aware,He noticed Mother seemed tired today.,Perception.
Chapter 5,字迹,handwriting,Mother's handwriting was neat and strong.,Written trace.
Chapter 5,潦草,careless; sloppy (handwriting),The note was so sloppy it was barely legible.,Отрицательное качество.
Chapter 5,字条,note; written slip,Mother left a note on the desk.,Short message.
Chapter 5,对视,look at each other,"Mother and child looked at each other, tears in their eyes.",Emotional scene.
Chapter 5,无地自容,wish the ground would swallow one up,"Remembering his ignorance, he felt utterly ashamed.",Strong shame.
Chapter 5,将近,nearly; almost,"It was nearly midnight, yet the light was still on.",Approximation.
Chapter 5,音响,audio system; stereo,He turned on the stereo and played music Mother liked.,Audio device.
Chapter 5,播放,play (audio/video),Please play this recording once.,Media verb.
Chapter 5,美妙,wonderful; beautiful,The music is wonderful and calming.,Aesthetic praise.
Chapter 5,舒缓,soothing; slow-paced,The soothing melody felt like Mother's caress.,Calming.
Chapter 5,乐曲,musical piece; composition,This piece accompanied him through many nights.,Music term.
Chapter 5,致命,fatal; deadly,A fatal mistake can destroy trust.,Часто образно.
Chapter 5,空无一人,completely empty; no one around,The classroom was empty except for the wind.,Deserted scene.
Chapter 5,缝,crack; seam; stitch,Light came through the door crack onto the pages.,Polysemous; context for reading.
Chapter 5,音量,volume (sound),Please turn the volume down so as not to disturb others.,Audio control.
Chapter 5,调,adjust; tune,He adjusted the stereo so the sound was softer.,Polysemous.
Chapter 5,诸如,such as; like,Such as reading and walking can help one relax.,Formal exemplifier.
Chapter 5,老太婆,old woman (colloquial),The elderly neighbor often tells stories to the child.,Colloquial; use respectfully in context.
Chapter 5,年幼,young; of tender age,He lost his father young and was raised by his mother.,Age description.
Chapter 5,心烦意乱,upset and confused,"With exams near, he felt upset and distracted.",Emotional turmoil.
Chapter 5,一时间,for a while; at one point,For a while the room was so quiet only rain could be heard.,Temporary moment.
Chapter 5,垮,collapse; break down,Staying up late repeatedly wore him out completely.,Physical/mental collapse.
Chapter 5,思绪,thoughts; train of thought,"Listening to the rain, his thoughts drifted far away.",Mental flow.
Chapter 5,纷纷扬扬,"swirling and fluttering (snow, leaves)",Snow fluttered outside the window as he kept reading.,Literary reduplication.
Chapter 5,延伸,extend; stretch,"The path extended to the river, ending at an old tree.",Spatial or abstract.
Chapter 5,绝望,despair; hopeless,Do not despair when facing difficulties; seek help.,Сильный негатив.
Chapter 5,光亮,light; brightness,The lamplight fell on Mother's photograph.,Light noun.
Chapter 5,急步,quick steps; hurry,He hurried to the station but still missed the bus.,Fast walking.
Chapter 5,暗影,shadow; dark silhouette,Tree shadows cast long dark shapes on the ground.,Literary image.
Chapter 5,应有尽有,have everything one ought to have,The library has every kind of book one could want.,Completeness.
Chapter 5,像模像样,presentable; decent-looking,The child poured Mother a cup of tea in a presentable manner.,Colloquial praise.
Chapter 5,包办,take over; arrange everything,Mother did not arrange everything for him; she only advised.,Often overcontrol sense.
Chapter 5,使命,mission; calling,He saw caring for his mother as his mission.,Serious duty.
Chapter 5,以往,in the past; formerly,In the past he rarely expressed feelings; now he has learned.,Past time.
Chapter 5,调侃,tease; banter,Friends teased him about being filial; he nodded with a smile.,Light humor.
Chapter 5,急于,eager to; in a hurry to,Do not rush to conclusions; listen first.,Haste marker.
Chapter 5,描述,describe; depict,He tried hard to describe Mother's smile in words.,Narration.
Chapter 5,来人,visitor; someone who comes,Someone knocked softly and he went to open the door.,Visitor.
Chapter 5,验证,verify; confirm,The experiment verified his hypothesis.,Scientific/logical.
Chapter 5,顺道,on the way; while passing,He stopped by the bookstore on the way and bought a poetry collection.,Convenience.
Chapter 5,投机,get along well; speculative (other sense),They talked so congenially they forgot the time.,Context disambiguates.
Chapter 5,属实,be true; verified,"Upon checking, what he said was true.",Formal verification.
Chapter 5,得劲,comfortable; satisfying,These clothes feel very comfortable.,Северный разговорный.
Chapter 5,自在,at ease; carefree,"At home he is at ease, as if back in childhood.",Comfort state.
Chapter 5,频繁,frequent; often,He returns home frequently to visit his mother.,High frequency.
Chapter 5,甜蜜,sweet; blissful,Childhood memories hold many sweet details.,Positive emotion.
Chapter 5,借故,make an excuse; use as a pretext,"He made an excuse to leave, giving mother and child space.",Pretext.
Chapter 5,顺从,obey; comply,He complied with Mother's advice and chose normal university.,Obedience.
Chapter 5,予以,grant; give,The school granted him an award to encourage further effort.,Formal verb.
Chapter 5,筹备,prepare; arrange,The family is preparing Mother's birthday gathering.,Planning.
Chapter 5,一声不吭,not utter a word; stay silent,He did not utter a word and held back his tears.,Silence.
Chapter 5,喜气洋洋,beaming with joy,The whole family was beaming when he got into university.,Festive joy.
Chapter 5,来宾,guest; attendee,Guests took their seats and the wedding began.,Formal guest.
Chapter 5,玩具熊,teddy bear,The child fell asleep on the sofa hugging a teddy bear.,Childhood object.
Chapter 5,中等专业学校,secondary specialized school,Mother graduated from a secondary specialized school and later became a teacher.,Education institution.
Chapter 5,在自己的眼皮底下,right under one's nose,"The change happened right under his nose, yet he did not notice.",Разговорная идиома.
Chapter 5,教研室,teaching and research office,Mother stayed late in the teaching office preparing lessons.,School institution.
Chapter 5,泰戈尔,Tagore (Indian poet),He read Tagore's poetry while Mother listened quietly.,Proper name.
Chapter 5,认认门,visit to get to know a place/family,During the holiday he took the child to visit and meet the teacher.,Colloquial visit.
Chapter 5,百日照,photo taken on a baby's 100th day,The album has his 100-day baby photo with a sweet smile.,Family custom.
Chapter 5,什么人什么命,such is one's lot in life,"The elder sighed about one's lot in life, yet with affection.",Fatalistic colloquial.
