"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"literature-vocab","PKU Sem1 文学课/生词","宅门","zháimén","gate to a residence","gate to a residence","动","","中性","","","","",""
"literature-vocab","PKU Sem1 文学课/生词","安慰","ānwèi","comforted；encouraged tīng le zhèxiē huà wǒ xīnli hěn ānwèi. or；consoling；placatory 安慰信 ānwèi xìn consoling letter","comforted；encouraged tīng le zhèxiē huà wǒ xīnli hěn ānwèi. or；consoling；placatory 安慰信 ānwèi xìn consoling letter","名","无济于事的安慰；给某人小小的安慰；从工作中得到安慰；安慰病人","中性","无济于事的安慰 Wújìyúshì de'ānwèi cold comfort 给某人小小的安慰 gěi mǒurén xiǎoxiǎo de'ānwèi offer sb. a crumb of comfort 从工作中得到安慰 cóng gōngzuò zhōng dédào ānwèi find (or take, derive) comfort in one’s work  verb comfort; console 安慰病人 ānwèi bìngrén extend sympathy to a patient; comfort a patient 安慰哭泣的孩子 ānwèi kūqì de háizi comfort a weeping child 安慰某人几句 ānwèi mǒurén jǐ jù say a few words of comfort; say some consoling words 用音乐自我安慰 yòng yīnyuè zìwǒ ānwèi console oneself with music  adjective 1 comforted; encouraged 听了这些话我心里很安慰。","Wújìyúshì de'ānwèi cold comfort 给某人小小的安慰 gěi mǒurén xiǎoxiǎo de'ānwèi offer sb.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","安详","ānxiáng","serene；serene","serene；serene","名","","中性","","","","",""
"literature-vocab","PKU Sem1 文学课/生词","宴席","yànxí","banquet；feast 祝寿宴席 zhùshòu yànxí birthday banquet","banquet；feast 祝寿宴席 zhùshòu yànxí birthday banquet","名","祝寿宴席","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","家伙","jiāhuo","household dish, implement or furniture；domestic animal；(coll.) guy；chap","household dish, implement or furniture；domestic animal；(coll.) guy；chap；weapon","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","寂寞","jìmò","lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent","lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","寒暄","hánxuān","exchange conventional greetings；exchange pleasantries；exchange conventional greetings；exchange pleasantries","to exchange conventional greetings；to exchange pleasantries；to exchange conventional greetings；to exchange pleasantries","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","寡","guǎ","few；scant in guǎyán；口味；滋味；widowed in ¹guǎfu","few；scant in guǎyán；tasteless in guǎwèi；widowed in ¹guǎfu","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","寡欢","guǎhuān","joyless；unhappy 郁郁寡欢 yùyùguǎhuān depressed；melancholy","joyless；unhappy 郁郁寡欢 yùyùguǎhuān depressed；melancholy","名","郁郁寡欢","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","寥落","liáoluò","sparse；few and far between","sparse；few and far between","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课","寻常","xúncháng","usual；common；ordinary","usual；common；ordinary","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","寻觅","xúnmì","look for；look for；look for","to look for；to look for；to look for","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","November 2025/生词；PKU Sem1 文学课/生词","寿材","shòucái","coffin (or timber for making a coffin) prepared before one's death；coffin；coffin (or timber for making a coffin) prepared before one's death；coffin","coffin (or timber for making a coffin) prepared before one's death；coffin；coffin (or timber for making a coffin) prepared before one's death；coffin","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","小叔子","xiǎoshūzi","colloquial husband's younger brother；brother-in-law","colloquial husband's younger brother；brother-in-law","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","尖叫","jiānjiào","V. scream","V. scream","名","","中性","","","","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","尴尬","gāngà","awkward；embarrassed；awkward；embarrassed","awkward；embarrassed；awkward；embarrassed","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","崇敬","chóngjìng","revere；venerate；high esteem","to revere；to venerate；high esteem","动","","褒义","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","巅峰","diānfēng","summit；apex；pinnacle (of one's career etc)；peak (of a civilization etc)","summit；apex；pinnacle (of one's career etc)；peak (of a civilization etc)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","左侧","zuǒcè","the left side","the left side","名","","中性","","","","",""
"literature-vocab","PKU Sem1 文学课/生词","巧遇","qiǎoyù","encounter by chance","encounter by chance","名","","中性","","","","",""
"literature-vocab","PKU Sem1 文学课/生词","幅度","fúdù","width；extent；range；scope","width；extent；range；scope","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","平缓","pínghuǎn","(of the terrain, flow of water, etc.) gentle；smooth；mild；placid；gentle 平缓的语调 Pínghuǎn de yǔdiào mild tone","(of the terrain, flow of water, etc.) gentle；smooth；mild；placid；gentle 平缓的语调 Pínghuǎn de yǔdiào mild tone","名","地势平缓；水流平缓；平缓的语调","中性","地势平缓。","Dìshì pínghuǎn.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","平衡","pínghéng","balance；equilibrium 保持平衡 bǎochí pínghéng maintain one’s equilibrium；keep one’s balance 失去平衡 shīqù pínghéng lose one’s balance；in a state of imbalance 收支平衡 shōu-zhī pínghéng balance between income and expenditure","balance；equilibrium 保持平衡 bǎochí pínghéng maintain one’s equilibrium；keep one’s balance 失去平衡 shīqù pínghéng lose one’s balance；in a state of imbalance 收支平衡 shōu-zhī pínghéng balance between income and expenditure；balance of payments bring into or keep in equilibrium","名","保持平衡；失去平衡；收支平衡","中性","保持平衡 bǎochí pínghéng maintain one’s equilibrium; keep one’s balance 失去平衡 shīqù pínghéng lose one’s balance; in a state of imbalance 收支平衡 shōu-zhī pínghéng balance between income and expenditure; balance of payments  verb bring into or keep in equilibrium; balance 逐渐在全国平衡工业布局 zhújiàn zài quánguó pínghéng gōngyè bùjú gradually distribute industry evenly all over the country 咱们组的计划还要跟别的组平衡一下。","Zánmen zǔ de jìhuà hái yào gēn bié de zǔ pínghéng yīxià.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","应酬","yìngchou","have social intercourse with；treat with courtesy , trad；dinner party；药膏","have social intercourse with；treat with courtesy , trad；dinner party；social appointments","名","你去应酬一下；他有很多应酬","中性","我太忙, 你去应酬一下。","Wǒ tài máng, nǐ qù yìngchou yị̄xià.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","廊","láng","B.F. porch；corridor in zǒuláng；corridor；veranda","B.F. porch；corridor in zǒuláng；corridor；veranda；porch","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","开拔","kāibá","set out (of troops)；departure；start date (of military expedition)","to set out (of troops)；departure；start date (of military expedition)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","彩屏","cǎipíng","N. ornamental screens；multicolored screens","N. ornamental screens；multicolored screens","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","径","jìng","path；track in xiǎojìng；diameter in zhíjìng ADV. directly；straight；footpath；track","path；track in xiǎojìng；diameter in zhíjìng ADV. directly；straight；footpath；track；diameter；directly","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","待","dài","treat；deal with；entertain 待客 dàikè entertain a guest；解答；need","treat；deal with；entertain 待客 dàikè entertain a guest；wait for；await 尚待解决的问题 shàng dài jiějué de wèntí a problem awaiting solution；an outstanding issue；need；going to；about to","名","待人诚恳；他们待我如家人；待客；尚待解决的问题","中性","待人诚恳 Dàirén chéngkěn treat people sincerely; be sincere with people 他们待我如家人。","Dàirén chéngkěn treat people sincerely; be sincere with people 他们待我如家人。 Tāmen dài wǒ rú jiā rén.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","徐徐","xúxú","slowly；gently；steady；calm；relaxed and dignified","slowly；gently；steady；calm；relaxed and dignified","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","循环","xúnhuán","V. circulate；cycle；to cycle；to circulate","V. circulate；cycle；to cycle；to circulate；circle；loop","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","微醺","wēixūn","P. slightly drunk","P. slightly drunk","名","","中性","","","","",""
"literature-vocab","PKU Sem1 文学课/生词","心","xīn","heart；mind；intention；center","heart；mind；intention；center；core；CL:顆|颗 ,個|个","名","","中性","","","一词多义，结合上下文判断具体义项。","","颗；个"
"literature-vocab","PKU Sem1 文学课","心疼","xīnténg","love dearly；feel sorry for sb；regret；grudge","to love dearly；to feel sorry for sb；to regret；to grudge；to be distressed","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","心肌","xīnjī","N. , bio. cardiac muscle；myocardium","N. , bio. cardiac muscle；myocardium","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","忌讳","jìhui","忌讳；to abstain from；忌讳；to abstain from","taboo；to avoid as taboo；to abstain from；taboo；to avoid as taboo；to abstain from","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","忠信","zhōngxìn","faithful and honest；loyal and trustworthy","faithful and honest；loyal and trustworthy","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","忧戚","yōuqī","P. , wr. worried and grieved","P. , wr. worried and grieved","名","","书面","","","","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","快意","kuàiyì","pleased；elated；pleased；elated","pleased；elated；pleased；elated","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","念头","niàntou","thought；idea；intention；thought；idea；intention","thought；idea；intention；thought；idea；intention","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","怅然","chàngrán","S.V. disappointed；upset","S.V. disappointed；upset","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","怔","zhèng","V. stare blankly","V. stare blankly","名","","中性","","","","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","怨怼","yuànduì","literary resentment；enmity 对某人心怀怨怼 Duì mǒurén xīnhuái yuànduì bear a grudge against sb；literary resentment；enmity 对某人心怀怨怼 Duì mǒurén xīnhuái yuànduì bear a grudge against sb","literary resentment；enmity 对某人心怀怨怼 Duì mǒurén xīnhuái yuànduì bear a grudge against sb；literary resentment；enmity 对某人心怀怨怼 Duì mǒurén xīnhuái yuànduì bear a grudge against sb","名","对某人心怀怨怼；对某人心怀怨怼","中性","","Duì mǒurén xīnhuái yuànduì bear a grudge against sb.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","怯","qiè","timid；cowardly；rustic；Taiwan pr","timid；cowardly；rustic；Taiwan pr","名","","贬义","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","恍惚","huǎnghu","心不在焉；dim；faint；seeming；vague；distracted；心不在焉；dim；faint；seeming；vague；distracted；心不在焉；dim；faint；seeming；vague；distracted","in a trance；absent-minded 精神恍惚 jīngshénhuǎnghu be in a trance；confused；dazed；dim；faint；seeming；vague；absent-minded；distracted；dazzled；vaguely；dimly；in a trance；absent-minded 精神恍惚 jīngshénhuǎnghu be in a trance；confused；dazed；dim；faint；seeming；vague；absent-minded；distracted；dazzled；vaguely；dimly；in a trance；absent-minded 精神恍惚 jīngshénhuǎnghu be in a trance；confused；dazed；dim；faint；seeming；vague；absent-minded；distracted；dazzled；vaguely；dimly","名","精神恍惚；精神恍惚；精神恍惚","中性","精神恍惚 jīngshénhuǎnghu be in a trance; confused; dazed 2 dim; faint; seeming; vague 我恍惚听见他进屋去了。","Wǒ huǎnghu tīngjiàn tā jìn wū qù le.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","恐怕","kǒngpà","perhaps；probably；maybe；fear；to dread；I'm afraid that","perhaps；probably；maybe；fear；to dread；I'm afraid that","名","恐怕太晚了","中性","恐怕太晚了。","I'm afraid; I fear 恐怕太晚了。 Kǒngpà tài wǎn le.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","恐惧","kǒngjù","be frightened；fear；dread；be frightened；fear；dread","to be frightened；fear；dread；to be frightened；fear；dread","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","恭喜","gōngxǐ","congratulate；(interj.) congratulations!","to congratulate；(interj.) congratulations!","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","恭顺","gōngshùn","S.V. respectful and submissive；deferential；respectful","S.V. respectful and submissive；deferential；respectful","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","悬崖","xuányá","precipice；overhanging cliff","precipice；overhanging cliff","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","悬空","xuánkōng","hang in the air 身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair；be unsettled；be impractical；to hang in the air；suspended in midair","hang in the air 身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair；be unsettled；be impractical；to hang in the air；suspended in midair；(fig.) uncertain","名","身体悬空","中性","身体悬空 shēntǐ xuánkōng with one’s body hanging in the midair 2 be unsettled; be impractical 这件事不能老悬空着, 要抓紧解决。","Zhè jiàn shì bù néng lǎo xuánkōng zhe, yào zhuājǐn jiějué.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","悲哀","bēiāi","grieved；sorrowful 悲哀不已 bēi'āi bùyǐ overcome with sorrow；sadness 强忍悲哀 Qiáng rěn bēi'āi suppress one’s grief","grieved；sorrowful 悲哀不已 bēi'āi bùyǐ overcome with sorrow；sadness 强忍悲哀 Qiáng rěn bēi'āi suppress one’s grief","名","悲哀不已；为死者感到悲哀；强忍悲哀","中性","悲哀不已 bēi'āi bùyǐ overcome with sorrow; grief-stricken 为死者感到悲哀 wèi sǐzhě gǎndào bēi'āi grieve for the dead 葬礼是一个令人悲哀的场合。","A funeral is a sad occasion.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","情敌","qíngdí","rival in love","rival in love","名","","中性","","","","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","惊喜","jīngxǐ","nice surprise；to be pleasantly surprised；nice surprise；to be pleasantly surprised","nice surprise；to be pleasantly surprised；nice surprise；to be pleasantly surprised","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","惊诧","jīngchà","S.V. , wr. surprised；amazed；to be surprised；to be amazed","S.V. , wr. surprised；amazed；to be surprised；to be amazed；to be stunned","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","October 2025/生词；PKU Sem1 文学课/生词","惋惜","wǎnxī","feel sorry for sb. (or about sth.)；regret；to regret；to feel that it is a great pity；feel sorry for sb. (or about sth.)；regret；to regret；to feel that it is a great pity","feel sorry for sb. (or about sth.)；regret；to regret；to feel that it is a great pity；to feel sorry for sb；feel sorry for sb. (or about sth.)；regret；to regret；to feel that it is a great pity；to feel sorry for sb","名","十分令人惋惜；十分令人惋惜","中性","他才华未展, 英年早逝, 十分令人惋惜。","Tā cáihuá wèi zhǎn,  yīngnián zǎoshì, shífēn lìng rén wǎnxī.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","September 2025/生词；PKU Sem1 文学课/生词","惨烈","cǎnliè","bitter；desperate；bitter；desperate","bitter；desperate；bitter；desperate","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","愚昧","yúmèi","ignorant；uneducated；ignorance","ignorant；uneducated；ignorance","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","愣","lèng","colloquial dumbfounded；stupefied；心不在焉；blunt","colloquial dumbfounded；stupefied；dazed 愣了半天 lèngle bàntiān be in a daze for a long while 直发愣 zhí fālèng absent-minded；blunt；brusque 愣小子 Lèng xiǎozi rash (or brusque) young fellow；to look distracted；to stare blankly；distracted；blank；(coll.) unexpectedly；rash；rashly","名","愣了半天；直发愣；大家都愣；愣小子","口语","愣了半天 lèngle bàntiān be in a daze for a long while 直发愣 zhí fālèng absent-minded; look distracted 他一问, 大家都愣(住)了。","Everybody was dumbfounded (or struck dumb) by his question.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","愣住","lèngzhù","look distracted；stare blankly；become stunned","look distracted；stare blankly；become stunned","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","愧对","kuìduì","be ashamed to face (sb)；feel bad about having failed (sb)","to be ashamed to face (sb)；to feel bad about having failed (sb)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","慎","shèn","B.F. careful；cautious in shènzhòng , jǐnshèn","B.F. careful；cautious in shènzhòng , jǐnshèn","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","戳","chuō","jab；poke；stab；dialect sprain；blunt；dialect stand sth. on end；seal；to jab","jab；poke；stab；dialect sprain；blunt；dialect stand sth. on end；seal；to jab；to poke；to stab；(coll.) to sprain；to blunt；to fuck (vulgar)；to stand；to stand (sth) upright；stamp","名","一戳就破；在纸上戳了一个洞；别用笔在书上戳；打排球戳了手","口语","一戳就破 yī chuō jiù pò break at the slightest touch 在纸上戳了一个洞 Zài zhǐ shàng chuō le yī ge dòng poke a hole in the paper 别用笔在书上戳。","Zài zhǐ shàng chuō le yī ge dòng poke a hole in the paper 别用笔在书上戳。 Bié yòng bǐ zài shū shàng chuō.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","户外","hùwài","outdoor","outdoor","名","","中性","","","","",""
"literature-vocab","September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","扒","bā","peel；skin；tear；pull down；peel；skin；tear；pull down；peel；skin；tear；pull down","to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig；to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig；to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","打理","dǎlǐ","take care of；sort out；manage；put in order","to take care of；to sort out；to manage；to put in order","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","扛","káng","carry on the shoulder；shoulder 扛枪 káng qiāng shoulder a gun；bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder；bear；endure tài chǎo le, nǐ káng de zhù ma?","carry on the shoulder；shoulder 扛枪 káng qiāng shoulder a gun；bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder；bear；endure tài chǎo le, nǐ káng de zhù ma?","名","扛枪；扛大梁；扛着锄头；冻得扛不住了","中性","扛枪 káng qiāng shoulder a gun; bear arms 扛大梁 káng dàliáng take up the main task 扛着锄头 káng zhe chútou carry a hoe on one’s shoulder 2 bear; endure 冻得扛不住了 dòng de káng bùzhù le too cold to bear 太吵了, 你扛得住吗？","It’stoo noisy.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","扣篮","kòulán","O. dunk shot；over-the-rim shot (in basketball)","O. dunk shot；over-the-rim shot (in basketball)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","扮相","bànxiàng","N. actor's appearance after putting on costume and makeup","N. actor's appearance after putting on costume and makeup","名","","中性","","","","",""
"literature-vocab","October 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","折腾","zhēteng","toss from side to side (e.g. sleeplessly)；repeat sth over and over again；torment sb；play crazy；toss from side to side (e.g. sleeplessly)；repeat sth over and over again；torment sb；play crazy；toss from side to side (e.g. sleeplessly)；repeat sth over and over again；torment sb；play crazy","to toss from side to side (e.g. sleeplessly)；to repeat sth over and over again；to torment sb；to play crazy；to squander (time, money)；to toss from side to side (e.g. sleeplessly)；to repeat sth over and over again；to torment sb；to play crazy；to squander (time, money)；to toss from side to side (e.g. sleeplessly)；to repeat sth over and over again；to torment sb；to play crazy；to squander (time, money)","动","","贬义","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","抢先","qiǎngxiān","rush (to do sth urgent)；try to be the first；forestall","to rush (to do sth urgent)；to try to be the first；to forestall","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","抹","mǒ","put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight","put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight","名","抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊；抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊；抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊","中性","抹药膏 mǒ yàogāo apply ointment 抹点儿雪花膏 mǒ diǎnr xuěhuāgāo apply some vanishing cream 面包上抹点儿果酱 miànbāo shàng mǒ diǎnr guǒjiàng spread some jam on a piece of bread 你抹糨糊, 我来贴布告。","You apply the paste and I’ll stick the notice.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","抻","chēn","colloquial pull out；draw out；to pull；to stretch","colloquial pull out；draw out；to pull；to stretch；to draw sth out","名","把你的衣服抻一抻","口语","把你的衣服抻一抻。","Bǎ nǐ de yīfu chēn yī chēn.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","抿","mǐn","close lightly；furl；tuck shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng；sip 抿一口酒 Mǐn yī kǒu jiǔ take a sip of wine；to smooth hair with a wet brush；(of a mouth, wing etc) to close lightly","close lightly；furl；tuck shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng；sip 抿一口酒 Mǐn yī kǒu jiǔ take a sip of wine；to smooth hair with a wet brush；(of a mouth, wing etc) to close lightly；to sip","名","抿了抿头发；抿着嘴笑；水鸟儿一抿翅膀；抿一口酒","中性","抿了抿头发 Mǐn le mǐn tóufa touch up one’s hair (with a brush)  verb 1 close lightly; furl; tuck 抿着嘴笑 mǐn zhe zuǐ xiào smile with closed lips; compress one’s lips in a smile 水鸟儿一抿翅膀, 钻入水中。","Mǐn le mǐn tóufa touch up one’s hair (with a brush)  verb 1 close lightly; furl; tuck 抿着嘴笑 mǐn zhe zuǐ xiào smile with closed lips; compress one’s lips in a smile 水鸟儿一抿翅膀, 钻入水中。 shuǐniǎo r yī mǐn chìbǎng, zuānrù shuǐzhōng.","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","拇指","mǔzhǐ","thumb；big toe","thumb；big toe","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"literature-vocab","PKU Sem1 文学课/生词","拈","niān","pick up；nip；grasp with the fingers；fiddle with","to pick up；to nip；to grasp with the fingers；to fiddle with；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"literature-vocab","PKU Sem1 文学课/生词","拉扯","lāche","drag；pull；raise a child (through difficulties)；help","to drag；to pull；to raise a child (through difficulties)；to help；to support；to drag in；to chat","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
