Chapter,hanzi,meaning,example_en,usage_note
Chapter 4,鼓吹,tuyên truyền; xúi giục (thường tiêu cực),Truyền thông không nên mù quáng tuyên truyền tiêu dùng cao.,Thường mang giọng phê phán.
Chapter 4,高消费,tiêu dùng cao,Tiêu dùng cao chưa chắc mang lại hạnh phúc.,"Kinh tế, lối sống."
Chapter 4,模式,mô hình; khuôn mẫu,Chúng ta cần suy ngẫm mô hình sống hiện tại.,Khung trừu tượng.
Chapter 4,需求,nhu cầu; yêu cầu,Nhu cầu con người không chỉ vật chất mà còn không gian tinh thần.,Kinh tế hoặc tâm lý.
Chapter 4,最多,tối đa; nhiều nhất,Đoạn này đi bộ tối đa hai mươi phút.,Biểu thị giới hạn.
Chapter 4,栋,tòa (lượng từ cho tòa nhà),Một tòa nhà cũ lặng lẽ ở góc phố xa.,Lượng từ.
Chapter 4,传媒,truyền thông,Truyền thông định hình cách người ta tưởng tượng sống nhanh hay chậm.,Xã hội hiện đại.
Chapter 4,豪华,xa hoa; sang trọng,"Xa hoa không đồng nghĩa thoải mái, huống chi hạnh phúc.",Phê phán tiêu dùng.
Chapter 4,渺小,nhỏ bé; mỏng manh,"Giữa đám đông đô thị, cá nhân trông nhỏ bé.",Khiêm tốn hoặc tiêu cực.
Chapter 4,寒酸,tầm thường; bẩn thỉu,Đừng chế giễu trang phục tầm thường; tôn trọng mới quan trọng.,Thường về ngoại hình.
Chapter 4,呈现,trình bày; thể hiện,Tác phẩm trình bày mâu thuẫn của đời sống hiện đại.,Trang trọng.
Chapter 4,上流社会,tầng lớp thượng lưu,Tiểu thuyết đối chiếu tầng lớp thượng lưu với cơ sở.,Thuật ngữ giai cấp.
Chapter 4,似,dường như; như,"Đêm như mực, đèn đường rải rác.",Liên từ văn học.
Chapter 4,伸手可及,trong tầm tay; dễ với tới,Tiện ích hiện đại khiến nhiều thứ trong tầm tay.,Ẩn dụ khoảng cách.
Chapter 4,遥遥无期,xa vời; không thấy đích đến,"Chỉ chạy theo hiện tại, nghỉ ngơi càng xa vời.",Chờ đợi lâu.
Chapter 4,昔日,ngày xưa; thuở trước,Ngõ xưa giờ thành phố thương mại.,"Hoài niệm, trang trọng."
Chapter 4,引发,gây ra; khơi mào,Bài văn này khơi mào thảo luận về sống chậm.,Quan hệ nhân quả.
Chapter 4,亡命,liều mạng; chạy trốn tử thần,Bài văn không khuyến khích liều mạng chạy theo tốc độ.,Từ mạnh; phụ thuộc ngữ cảnh.
Chapter 4,疾奔,lao vút; chạy vội,Anh lao vút xuống tàu điện ngầm nhưng vẫn trễ.,Chuyển động gấp.
Chapter 4,急剧,đột ngột; mạnh mẽ,"Nhịp sống tăng vọt, nhiều người lo lắng.",Phó từ cường độ.
Chapter 4,欲念,dục vọng; ham muốn,Quảng cáo tiêu dùng dễ khơi dục vọng.,Triết học hoặc tâm lý.
Chapter 4,刻意,cố ý; có chủ đích,Anh cố ý nói chậm để người nghe nghe rõ từng chữ.,Nỗ lực có ý thức.
Chapter 4,足够,đủ; đầy đủ,Mỗi ngày dành đủ thời gian ngủ để cơ thể phục hồi.,Đủ mức.
Chapter 4,整日,suốt cả ngày,"Anh ngồi trước máy tính suốt cả ngày, mắt mỏi.",Khoảng thời gian.
Chapter 4,预测,dự đoán; dự báo,Không ai dự báo chính xác xu hướng mùa tới.,Ước lượng tương lai.
Chapter 4,闲暇,thời gian rảnh; nhàn rỗi,Có thời gian rảnh đi bộ mới để ý cây cối ven đường.,Thời gian tự do tích cực.
Chapter 4,起码,ít nhất; tối thiểu,Ít nhất mỗi ngày ngủ bảy tiếng.,Mức tối thiểu khẩu ngữ.
Chapter 4,沮丧,chán nản; nản lòng,Mệt mỏi kéo dài khiến anh hơi chán nản.,Tâm trạng thấp.
Chapter 4,过于,quá mức; quá,Theo đuổi tốc độ quá mức khiến người ta bỏ qua quá trình.,Chỉ sự vượt mức.
Chapter 4,乐观,lạc quan,Đối mặt áp lực cuộc sống thẳng thắn nhưng giữ lạc quan.,Thái độ tích cực.
Chapter 4,层次,tầng; lớp,Đọc sách cần chiều sâu; chỉ nhanh là chưa đủ.,Thuật ngữ cấu trúc.
Chapter 4,专利,bằng sáng chế; độc quyền,Công nghệ bằng sáng chế thúc đẩy công nghiệp phát triển nhanh.,"Pháp lý, kinh doanh."
Chapter 4,稀世珍品,báu vật hiếm có,Bảo tàng trưng bày báu vật hiếm có.,Độ hiếm cao.
Chapter 4,快速,nhanh; tốc độ cao,Giao thông nhanh rút ngắn khoảng cách nhưng nén cảm giác thời gian.,Từ khóa hiện đại.
Chapter 4,误导,gây hiểu lầm; lạc hướng,Quảng cáo không nên gây hiểu lầm cho công chúng.,Ảnh hưởng tiêu c�ực.
Chapter 4,率先,dẫn đầu; đi trước,Anh là người đầu tiên đề xuất chậm lại nhịp độ nhóm.,Lãnh đạo.
Chapter 4,质疑,nghi ngờ; phản biện,Độc giả có quyền nghi ngờ kết luận bài văn.,Tư duy phản biện.
Chapter 4,美食,ẩm thực; món ngon,Chỉ khi chậm lại mới thưởng thức được ẩm thực.,Lối sống tích cực.
Chapter 4,著称,nổi tiếng vì; được biết đến nhờ,Thành phố này nổi tiếng về ẩm thực.,Danh tiếng trang trọng.
Chapter 4,抵制,chống lại; tẩy chay,Anh cố chống lại văn hóa làm thêm giờ vô nghĩa.,Phản đối chủ động.
Chapter 4,崇尚,tôn vinh; coi trọng,Ngày càng nhiều người coi trọng lối sống giản dị.,Giá trị tích cực.
Chapter 4,批量,hàng loạt; sản xuất hàng loạt,Sản xuất hàng loạt tăng hiệu suất nhưng giảm cá tính.,Thuật ngữ công nghiệp.
Chapter 4,全球,toàn cầu; thế giới,Kết nối toàn cầu khiến thông tin lan nhanh hơn.,Phạm vi quốc tế.
Chapter 4,众人,đám đông; mọi người,"Đám đông vội vã, hiếm khi ngước nhìn bầu trời.",Danh từ tập thể.
Chapter 4,餐桌,bàn ăn,Bàn ăn là nơi quan trọng để gia đình trò chuyện.,Văn hóa gia đình.
Chapter 4,廉价,rẻ; giá thấp,Tiện lợi rẻ không phải lý do bỏ bê sức khỏe.,Mô tả kinh tế.
Chapter 4,单一,đơn điệu; một chiều,Cuộc sống không nên quá đơn điệu; cần trải nghiệm đa dạng.,Thiếu phong phú.
Chapter 4,由此,do đó; vì vậy,Do đó có thể thấy tốc độ không phải tiêu chuẩn duy nhất.,Liên từ logic.
Chapter 4,派生,phái sinh; sinh ra từ,Nhiều từ mạng phái sinh từ từ cũ.,Ngôn ngữ hoặc trừu tượng.
Chapter 4,专用,chuyên dụng; dành riêng,Làn đường này dành riêng cho xe buýt.,Sử dụng độc quyền.
Chapter 4,通道,lối đi; kênh,Dòng người cuồn cuộn qua hành lang tàu điện ngầm.,Hạ tầng.
Chapter 4,绿化,cây xanh; trồng cây,Cây xanh cộng đồng cho cư dân thêm chỗ đi bộ.,Môi trường.
Chapter 4,霓虹灯,đèn neon,"Đèn neon sáng rực ban đêm, biểu tượng nhịp sống đô thị.",Hình ảnh thành phố.
Chapter 4,有机耕种,canh tác hữu cơ,"Canh tác hữu cơ được quan tâm, phản ánh ý thức sức khỏe.",Thuật ngữ nông nghiệp.
Chapter 4,作坊,xưởng thủ công,Phố cổ còn vài xưởng đậu phụ truyền thống.,Sản xuất thủ công.
Chapter 4,标记,đánh dấu; ghi nhãn,Anh đánh dấu tuyến đi bộ chậm trên bản đồ.,Ký hiệu hoặc nhãn.
Chapter 4,穿插,xen kẽ; xen vào,Có thể xen kẽ nghỉ ngắn khi viết bài.,Kể chuyện hoặc lịch trình.
Chapter 4,建筑物,công trình; tòa nhà,Di tích kiến trúc cần được bảo vệ đúng cách.,Kiến trúc.
Chapter 4,智者,người trí tuệ; hiền nhân,Người trí tuệ biết chọn giữa nhanh và chậm.,Giọng cổ điển.
Chapter 4,远远,xa xa,"Xa xa, núi non như tranh thuỷ mặc.",Phó từ khoảng cách.
Chapter 4,古人,người xưa; cổ nhân,Cổ nhân nói vội vàng hỏng việc—vẫn đúng.,Tham chiếu cổ điển.
Chapter 4,中外,Trung Quốc và nước ngoài,Nhịp sống đô thị Trung Quốc và nước ngoài có khác biệt.,Phạm vi so sánh.
Chapter 4,绝代,vô song; không ai sánh kịp,Ca sĩ này được ca ngợi là vô song.,Lời khen mạnh.
Chapter 4,大师,bậc thầy; đại sư,"Bậc thầy thường điềm tĩnh, không vội thành công.",Danh xưng cao.
Chapter 4,幸好,may mà; may sao,"May mà anh dừng kịp, tránh tai nạn.",Sự nhẹ nhõm.
Chapter 4,觉醒,thức tỉnh; nhận ra,Anh thức tỉnh về nhịp sống quá nhanh.,Ý thức.
Chapter 4,盒饭,cơm hộp,Nhân viên văn phòng thường ăn cơm hộp để tiết thời gian.,Thức ăn nhanh đô thị.
Chapter 4,饭局,bữa tiệc; cuộc nhậu,"Anh có quá nhiều cuộc nhậu, hiếm ăn cơm nhà.",Ăn uống xã giao.
Chapter 4,共享,chia sẻ; kinh tế chia sẻ,Xe đạp chia sẻ tiện lợi nhưng cũng gây vấn đề quản lý.,Kinh tế hiện đại.
Chapter 4,应酬,tiếp khách; giao tiếp xã hội,Cắt bớt tiếp khách không cần thiết để có thêm thời gian nghỉ.,Nghĩa vụ xã hội.
Chapter 4,新世纪,thế kỷ mới,"Từ thế kỷ mới, công nghệ thông tin phát triển vượt bậc.",Chỉ thời kỳ.
Chapter 4,丁克族,"cặp DINK (hai thu nhập, không con)",Cặp DINK chú trọng thời gian cá nhân và chất lượng sống.,Nhãn xã hội.
Chapter 4,流水作业线,dây chuyền lắp ráp,Dây chuyền lắp ráp tăng sản lượng nhưng khiến người bận hơn.,Hình ảnh công nghiệp.
Chapter 4,电子革命,cách mạng điện tử,Cách mạng điện tử thay đổi cách con người làm việc.,Lịch sử công nghệ.
Chapter 4,E时代,thời đại số; thời đại E,"Thời đại số cập nhật thông tin cực nhanh, phải biết lọc.",Thuật ngữ thời kỳ.
Chapter 4,农业社会,xã hội nông nghiệp,Cuộc sống xã hội nông nghiệp tương đối chậm.,Xã hội học lịch sử.
Chapter 4,工业社会,xã hội công nghiệp,Xã hội công nghiệp nhấn hiệu suất và tiêu chuẩn hóa.,Xã hội học lịch sử.
Chapter 4,中产生活,lối sống tầng lớp trung lưu,Tầng lớp trung lưu theo đuổi chất lượng nhưng cũng chịu áp lực.,Phân tầng xã hội.
Chapter 4,跑狗场,sân đua chó săn,Bài văn nhắc sân đua chó để đối chiếu giải trí đô thị và nhịp sống.,Tham chiếu văn hóa địa phương.
Chapter 4,长潮,xu hướng kéo dài,"Sau một xu hướng tiêu dùng dài, mọi người bắt đầu suy ngẫm.",Cách dùng đặc thù trong bài.
Chapter 5,上天,Thiên; bầu trời,Cô ngước nhìn bầu trời và lặng lẽ cầu nguyện cho mẹ.,Phụ thuộc ngữ cảnh.
Chapter 5,印证,chứng minh; xác nhận,Kinh nghiệm sau này xác nhận lo lắng của cô năm xưa.,Xác minh.
Chapter 5,依赖,phụ thuộc; dựa vào,Con trưởng thành không nên phụ thuộc quá nhiều vào cha mẹ.,Có thể trung tính hoặc tiêu cực.
Chapter 5,其间,trong thời gian đó; giữa đó,Trong thời gian đó cô trải qua nhiều chuyện nhưng ít kể.,Thời gian hoặc không gian trang trọng.
Chapter 5,回绝,từ chối; khước từ,Anh lịch sự từ chối lời mời không hợp lý.,Từ chối trang trọng.
Chapter 5,庆贺,chúc mừng; ăn mừng,Họ hàng bạn bè đến chúc mừng anh đậu đại học.,Không khí lễ hội.
Chapter 5,倾心,hết lòng; say mê,"Cô hết lòng chăm sóc mẹ, không than phiền.",Sự cống hiến tình cảm.
Chapter 5,敏感,nhạy cảm,Con rất nhạy cảm với thay đổi tâm trạng của mẹ.,Tâm lý hoặc xã hội.
Chapter 5,清香,hương thơm nhẹ,"Mở trang sách, hương thơm nhẹ thoang thoảng.",Hình ảnh cảm giác.
Chapter 5,俗不可耐,tầm thường; phản cảm,"Những lời câu khích đó thật tầm thường, khó chịu.",Phê phán mạnh.
Chapter 5,比喻,ẩn dụ; so sánh,Tác giả ví tình mẹ như ánh nắng xuân.,Biện pháp tu từ.
Chapter 5,爱称,tên thân mật; biệt danh yêu,Biệt danh con gọi mẹ nghe đặc biệt dịu dàng.,Thân mật gia đình.
Chapter 5,抚摸,vuốt ve; xoa,Cô vuốt ve cuốn sách cũ như vuốt ve ký ức.,Cử chỉ nhẹ nhàng.
Chapter 5,羽毛,lông vũ,"Một chiếc lông vũ rơi lên trang sách, nhẹ như không.",Nghĩa đen hoặc ẩn dụ nhẹ.
Chapter 5,诗集,tập thơ,Tập thơ này kẹp ghi chú của mẹ bên trong.,Vật thể văn học.
Chapter 5,尘封,bám bụi; bị bỏ quên,Sách trên kệ cao đã bám bụi lâu.,Trạng thái bị bỏ quên.
Chapter 5,意味深长,sâu sắc; ý nghĩa,Mẹ nhìn anh một cái sâu sắc rồi im lặng.,Chiều sâu tinh tế.
Chapter 5,此时,lúc này; bây giờ,Lúc này trong phòng chỉ còn tiếng lật trang.,Chỉ thời điểm.
Chapter 5,有意识,có ý thức; cố ý,Anh cố ý dành nhiều thời gian hơn cho mẹ.,Hành động có chủ đích.
Chapter 5,而已,chỉ vậy thôi; mà thôi,"Anh chỉ nhắc nhở thôi, đừng nghĩ quá.",Trợ từ cuối câu.
Chapter 5,营造,tạo dựng; xây dựng (không khí),"Ánh đèn ấm tạo không khí yên tĩnh, ấm áp.",Thường đi với đối tượng trừu tượng.
Chapter 5,胳膊肘,khuỷu tay,"Anh gác khuỷu tay lên bàn, đọc sách chăm chú.",Bộ phận cơ thể; khẩu ngữ.
Chapter 5,在场,có mặt; hiện diện,Mọi người có mặt đều xúc động trước lời anh.,Sự hiện diện.
Chapter 5,影集,album ảnh; phim truyền hình,Album ảnh ghi lại nụ cười tuổi trẻ của mẹ.,Vật chứa ký ức.
Chapter 5,指点,chỉ dẫn; hướng dẫn,Giáo viên hướng dẫn anh cách đọc thơ.,Có thể chỉ việc chỉ tay.
Chapter 5,讲解,giải thích; trình bày,Anh giải thích nghĩa từng dòng thơ cho con.,Dạy học.
Chapter 5,无知,ngu dốt; không biết,Đừng vì ngu dốt mà làm tổn thương người thân.,Thường mang nghĩa tiêu cực.
Chapter 5,捂,bịt; che,"Anh bịt miệng, sợ cười làm mẹ giật mình.",Cử chỉ thể chất.
Chapter 5,浏览,lướt qua; xem lướt,"Anh lướt album, lật từng trang.",Đọc nhanh.
Chapter 5,花花绿绿,sặc sỡ; nhiều màu,Con thích sách tranh sặc sỡ.,Từ lặp âm.
Chapter 5,书脊,gáy sách,Tên tập thơ in trên gáy sách.,Bộ phận sách.
Chapter 5,微微,nhẹ nhàng; hơi,Cô gật đầu nhẹ để tỏ đồng ý.,Mức độ nhẹ.
Chapter 5,默契,sự thấu hiểu; ăn ý,Giữa mẹ và con có sự ăn ý không cần nhiều lời.,Mối liên kết tích cực.
Chapter 5,敏捷,nhanh nhẹn; lanh lợi,"Con suy nghĩ nhanh, hay hỏi câu thú vị.",Năng lực tích cực.
Chapter 5,微妙,tinh tế; khó nắm bắt,Mối quan hệ mẹ con có nhiều điều tinh tế.,Sắc thái mịn.
Chapter 5,陶醉,say mê; đắm chìm,Anh say mê nhịp điệu của bài thơ.,Sự đắm chìm.
Chapter 5,纯属,hoàn toàn; chỉ là,"Đây hoàn toàn là hiểu lầm, xin đừng giận.",Nhấn mạnh.
Chapter 5,天意,ý trời; số phận,Anh tin cuộc gặp gỡ này là duyên số.,Khái niệm số phận.
Chapter 5,匆匆,vội vã; gấp gáp,Anh vội vàng tạm biệt rồi đi thi.,Sự vội vã.
Chapter 5,落实,thực hiện; triển khai,"Kế hoạch đã có, quan trọng là thực hiện.",Thuật ngữ công việc.
Chapter 5,竭力,hết sức; gắng hết mình,"Cô hết sức chăm sóc mẹ, không than vãn.",Nỗ lực mạnh.
Chapter 5,劝阻,can ngăn; khuyên không nên,"Gia đình can ngăn anh thức khuya, nhưng anh vẫn làm bài.",Thuyết phục dừng lại.
Chapter 5,察觉,nhận ra; phát hiện,Anh nhận ra hôm nay mẹ có vẻ mệt.,Nhận thức.
Chapter 5,字迹,chữ viết tay,"Chữ viết tay mẹ gọn gàng, mạnh mẽ.",Dấu vết viết.
Chapter 5,潦草,cẩu thả; viết xấu,"Tờ giấy viết cẩu thả, khó đọc.",Phẩm chất tiêu cực.
Chapter 5,字条,tờ giấy nhắn,Mẹ để lại tờ giấy nhắn trên bàn.,Tin nhắn ngắn.
Chapter 5,对视,nhìn nhau,"Mẹ con nhìn nhau, mắt rưng rưng.",Cảnh cảm xúc.
Chapter 5,无地自容,xấu hổ không dám ngẩng mặt,"Nghĩ lại sự ngu dốt của mình, anh xấu hổ tột cùng.",Sự xấu hổ mạnh.
Chapter 5,将近,gần; sắp,Gần nửa đêm mà đèn vẫn sáng.,Xấp xỉ.
Chapter 5,音响,loa; dàn âm thanh,"Anh bật loa, phát nhạc mẹ thích.",Thiết bị âm thanh.
Chapter 5,播放,"phát (âm thanh, video)",Xin phát bản ghi âm này một lần.,Động từ truyền thông.
Chapter 5,美妙,tuyệt vời; đẹp,"Bản nhạc tuyệt vời, khiến người ta bình tĩnh.",Lời khen thẩm mỹ.
Chapter 5,舒缓,nhẹ nhàng; an ủi,Giai điệu nhẹ nhàng như vỗ về của mẹ.,Làm dịu.
Chapter 5,乐曲,bản nhạc; khúc nhạc,Khúc nhạc này đã đồng hành với anh nhiều đêm.,Thuật ngữ âm nhạc.
Chapter 5,致命,chí mạng; gây chết,Một sai lầm chí mạng có thể phá hủy niềm tin.,Thường dùng ẩn dụ.
Chapter 5,空无一人,vắng tanh; không một ai,"Lớp học vắng tanh, chỉ còn tiếng gió.",Cảnh vắng vẻ.
Chapter 5,缝,khe hở; đường may; khâu,Ánh sáng lọt qua khe cửa chiếu lên trang sách.,Nhiều nghĩa; phụ thuộc ngữ cảnh đọc.
Chapter 5,音量,âm lượng,Xin hạ âm lượng để khỏi làm phiền người khác.,Điều khiển âm thanh.
Chapter 5,调,điều chỉnh; chỉnh,Anh chỉnh loa cho âm thanh dịu hơn.,Nhiều nghĩa.
Chapter 5,诸如,như là; chẳng hạn,"Như đọc sách, đi bộ đều giúp thư giãn.",Liệt kê trang trọng.
Chapter 5,老太婆,bà già (khẩu ngữ),Hàng xóm già thường kể chuyện cho con nghe.,Khẩu ngữ; dùng tôn trọng theo ngữ cảnh.
Chapter 5,年幼,còn nhỏ; thuở nhỏ,"Anh mất cha từ nhỏ, do mẹ nuôi lớn.",Miêu tả tuổi.
Chapter 5,心烦意乱,bực bội; rối loạn tinh thần,"Sắp thi, anh bực bội, không tập trung được.",Rối loạn cảm xúc.
Chapter 5,一时间,một lúc; trong khoảnh khắc,Một lúc căn phòng yên đến mức chỉ nghe tiếng mưa.,Khoảnh khắc tạm thời.
Chapter 5,垮,sụp đổ; kiệt sức,Thức khuya liên tục khiến anh kiệt sức.,Sụp đổ thể chất hoặc tinh thần.
Chapter 5,思绪,dòng suy nghĩ,"Nghe tiếng mưa, dòng suy nghĩ anh trôi xa.",Dòng tư duy.
Chapter 5,纷纷扬扬,"bay lượn rải rác (tuyết, lá)","Tuyết bay lượn ngoài cửa sổ, anh vẫn đọc sách.",Từ lặp âm văn học.
Chapter 5,延伸,kéo dài; mở rộng,"Con đường kéo dài đến bờ sông, dừng ở cây cổ thụ.",Không gian hoặc trừu tượng.
Chapter 5,绝望,tuyệt vọng,Gặp khó khăn đừng tuyệt vọng; hãy tìm sự giúp đỡ.,Tiêu cực mạnh.
Chapter 5,光亮,ánh sáng; độ sáng,Ánh đèn chiếu lên ảnh mẹ.,Danh từ ánh sáng.
Chapter 5,急步,bước nhanh; vội vã,Anh bước nhanh đến ga nhưng vẫn trễ xe buýt.,Đi nhanh.
Chapter 5,暗影,bóng tối; bóng đen,Bóng cây in trên mặt đất thành hình dài.,Hình ảnh văn học.
Chapter 5,应有尽有,đầy đủ mọi thứ cần có,Thư viện có đủ loại sách người ta cần.,Sự đầy đủ.
Chapter 5,像模像样,ra dáng; có vẻ ngoài đàng hoàng,Con rót trà cho mẹ một cách ra dáng.,Khen khẩu ngữ.
Chapter 5,包办,ôm đồm; sắp xếp thay,"Mẹ không ôm đồm mọi việc cho anh, chỉ khuyên bảo.",Thường ám chỉ kiểm soát quá mức.
Chapter 5,使命,sứ mệnh; nhiệm vụ,Anh coi chăm sóc mẹ là sứ mệnh của mình.,Trách nhiệm nghiêm túc.
Chapter 5,以往,trước đây; ngày xưa,Trước đây anh hiếm bộc lộ cảm xúc; giờ đã học được.,Thời gian quá khứ.
Chapter 5,调侃,đùa; trêu đùa,Bạn bè trêu anh hiếu thảo; anh gật đầu cười.,Hài hước nhẹ.
Chapter 5,急于,vội vàng; gấp,Đừng vội kết luận; hãy nghe đã.,Dấu hiệu vội vã.
Chapter 5,描述,miêu tả; mô tả,Anh cố gắng miêu tả nụ cười mẹ bằng lời.,Kể chuyện.
Chapter 5,来人,người đến; khách,"Có tiếng gõ cửa nhẹ, anh ra mở.",Khách đến.
Chapter 5,验证,xác minh; kiểm chứng,Thí nghiệm xác minh giả thuyết của anh.,Khoa học hoặc logic.
Chapter 5,顺道,tiện đường; ghé qua,"Anh tiện đường ghé hiệu sách, mua tập thơ.",Tiện lợi trên đường.
Chapter 5,投机,hợp ý; ăn ý,Hai người nói chuyện hợp ý đến quên thời gian.,Ngữ cảnh quyết định nghĩa.
Chapter 5,属实,đúng sự thật; được xác nhận,"Sau khi kiểm tra, lời anh nói là đúng.",Xác minh trang trọng.
Chapter 5,得劲,thoải mái; dễ chịu,Bộ quần áo này mặc rất thoải mái.,Khẩu ngữ miền Bắc.
Chapter 5,自在,thoải mái; tự do,Ở nhà anh cảm thấy thoải mái như tuổi thơ.,Trạng thái thoải mái.
Chapter 5,频繁,thường xuyên; liên tục,Anh thường xuyên về thăm mẹ.,Tần suất cao.
Chapter 5,甜蜜,ngọt ngào; hạnh phúc,Ký ức tuổ thơ có nhiều chi tiết ngọt ngào.,Cảm xúc tích cực.
Chapter 5,借故,lấy cớ; viện cớ,"Anh lấy cớ rời đi, để mẹ con có không gian riêng.",Cái cớ.
Chapter 5,顺从,tuân theo; nghe theo,"Anh nghe theo lời khuyên mẹ, chọn trường đại học thường.",Sự tuân phục.
Chapter 5,予以,ban cho; dành cho,Nhà trường trao giải khích lệ anh tiếp tục cố gắng.,Động từ trang trọng.
Chapter 5,筹备,chuẩn bị; sắp xếp,Gia đình đang chuẩn bị tiệc sinh nhật mẹ.,Lập kế hoạch.
Chapter 5,一声不吭,im lặng; không nói lời nào,"Anh im lặng, nén nước mắt.",Sự im lặng.
Chapter 5,喜气洋洋,vui tươi; rạng rỡ,Cả nhà vui tươi khi anh đậu đại học.,Niềm vui lễ hội.
Chapter 5,来宾,khách mời; người tham dự,"Khách mời vào chỗ, đám cưới bắt đầu.",Khách trang trọng.
Chapter 5,玩具熊,gấu bông,Con ôm gấu bông ngủ thiếp trên sofa.,Đồ tuổi thơ.
Chapter 5,中等专业学校,trường trung cấp chuyên nghiệp,Mẹ tốt nghiệp trường trung cấp chuyên nghiệp rồi làm giáo viên.,Cơ sở giáo dục.
Chapter 5,在自己的眼皮底下,ngay trước mắt,Sự thay đổi xảy ra ngay trước mắt anh mà anh không để ý.,Thành ngữ khẩu ngữ.
Chapter 5,教研室,phòng nghiên cứu giảng dạy,Mẹ ở lại phòng nghiên cứu soạn bài đến khuya.,Cơ quan trong trường.
Chapter 5,泰戈尔,Tagore (nhà thơ Ấn Độ),"Anh đọc thơ Tagore, mẹ lắng nghe im lặng.",Tên riêng.
Chapter 5,认认门,ghé thăm làm quen,Nghỉ hè anh đưa con đi ghé thăm thầy.,Khẩu ngữ thăm hỏi.
Chapter 5,百日照,ảnh trăm ngày tuổi,"Album có ảnh trăm ngày tuổi của anh, cười ngọt ngào.",Phong tục gia đình.
Chapter 5,什么人什么命,mỗi người một số phận,"Người già thở dài nói mỗi người một số phận, nhưng vẫn trìu mến.",Khẩu ngữ mang tính số phận.
