Chapter,hanzi,meaning,example_en,usage_note
Chapter 9,灵丹妙药,thần dược; phương thuốc vạn năng (ẩn dụ),Vận động là thần dược giữ sức khỏe.,Thuốc chữa mọi thứ (thường ẩn dụ).
Chapter 9,均衡,cân bằng,"Nên giữ dinh dưỡng cân bằng, ăn nhiều rau quả.",Phân bố đều.
Chapter 9,开朗,vui vẻ; lạc quan,"Cô ấy vui vẻ, ai cũng thích kết bạn.",Tính cách sáng.
Chapter 9,平和,ôn hòa; bình tĩnh,"Khi xử mâu thuẫn, thái độ anh luôn rất ôn hòa.",Không hung hăng.
Chapter 9,神清气爽,tinh thần sảng khoái,Sáng sớm đi bộ núi khiến người ta sảng khoái.,Tươi mới về tinh thần và thể chất.
Chapter 9,倡导,đề xướng,"Trường luôn đề xướng phân loại rác, bảo vệ môi trường.",Dẫn dắt kêu gọi.
Chapter 9,精辟,sắc sảo; thấm thía,Lời anh phân tích vấn đề rất sắc sảo.,Sâu và chính xác.
Chapter 9,金玉良言,lời vàng ý ngọc,"Lời người lớn là lời vàng, em ghi nhớ.",Lời dạy quý giá.
Chapter 9,工作狂,người nghiện công việc,"Để kịp dự án, anh thành kẻ nghiện việc thật sự.",Trung tính hoặc hơi phê phán.
Chapter 9,拼命三郎,người làm việc như điên,"Dạo này anh như người làm không biết mệt, overtime đến khuya.",Từ biệt danh trong Thủy Hử.
Chapter 9,八九不离十,gần đúng; xấp xỉ,"Anh đoán gần đúng, kết quả đại khá như anh nói.",Ước lượng khẩu ngữ.
Chapter 9,代谢水平,mức trao đổi chất,"Theo tuổi, mức trao đổi chất dần giảm.",Từ vựng sức khỏe.
Chapter 9,耳边风,nói qua tai; không để tâm,"Lời khuyên cha mẹ, anh thường nghe cho qua.",Bỏ qua lời khuyên tốt.
Chapter 9,吃老本,ăn bản lĩnh cũ; không tiến bộ,"Không thể mãi dựa thành tích xưa, phải học mới.",Cảnh báo chủ quan.
Chapter 9,人在江湖，身不由己,ở đời không phải lúc nào cũng làm theo ý mình,"Bận việc, ít thời gian cho gia đình—đời bắt buộc vậy.","Giải thích ràng buộc, không biện minh sai trái."
Chapter 9,朝九晚五,làm giờ hành chính (9h–17h),Nhiều dân văn phòng sống kiểu 9–5.,Nhịp làm việc chuẩn.
Chapter 9,日出而作，日落而息,sống theo nhịp sớm trưa chiều tối,"Về quê nghỉ hưu, ông sống sớm dậy chiều nghỉ, sức khỏe lại tốt.",Mô tả đời sống nông thôn cổ điển.
Chapter 9,反其道而行之,làm ngược lại cách thông thường,"Mọi người thức khuya, anh ngược lại, đi ngủ sớm dậy sớm.",Nhấn tương phản với thói quen chung.
Chapter 9,慢性病,bệnh mãn tính,"Ngồi lâu, thức khuya có thể tăng nguy cơ bệnh mãn tính như cổ vai, gan nhiễm mỡ.","Gồm các bệnh thường gặp như huyết áp, tim mạch."
Chapter 9,买后悔药,mua thuốc hối hận (ẩn dụ: không thể quay lại),Đời không có thuốc hối hận—suy nghĩ kỹ trước khi quyết định.,Ẩn dụ không thể hoàn tác.
Chapter 9,金钥匙,"chìa khóa vàng (ẩn dụ: quan hệ, lợi thế)","Anh vào đại học nhờ chính mình, không nhờ chìa khóa vàng.",Thường về học hành hoặc sự nghiệp.
Chapter 9,自主性,tính tự chủ,"Con lớn, cha mẹ nên dần nuôi dưỡng tính tự chủ.",Quan trọng trong giáo dục và tâm lý.
