Chapter,hanzi,meaning,example_en,usage_note
Chapter 4,批量,"대량, 일괄",대량 생산은 효율을 높이지만 개성은 줄인다.,산업 용어.
Chapter 4,全球,전 세계,전 세계 연결로 정보는 더 빨리 퍼진다.,국제 범위.
Chapter 4,众人,"사람들, 대중",사람들은 서둘러 걸으며 하늘을 거의 올려다보지 않는다.,집합 명사.
Chapter 4,餐桌,식탁,식탁은 가족이 대화하는 중요한 자리다.,가정 문화.
Chapter 4,廉价,값이 싸다,값싼 편리함이 건강을 소홀히 할 핑계는 될 수 없다.,경제 묘사.
Chapter 4,单一,"단일하다, 단조롭다",삶이 너무 단조로워서는 안 되며 다양한 경험이 필요하다.,다양성 부족.
Chapter 4,由此,이로부터,이로써 속도만이 기준이 아님을 분명히 알 수 있다.,논리 접속.
Chapter 4,派生,파생되다,많은 온라인 용어가 옛말에서 파생된다.,언어·추상.
Chapter 4,专用,전용,이 차선은 버스 전용이다.,독점 사용.
Chapter 4,通道,통로,지하철 통로에 인파가 끊임없이 흐른다.,인프라.
Chapter 4,绿化,녹지화,단지 녹지화로 주민에게 더 많은 산책 공간이 생겼다.,환경.
Chapter 4,霓虹灯,네온사인,네온사인이 밤을 밝히며 도시의 번잡함을 상징한다.,도시 이미지.
Chapter 4,有机耕种,유기농 경작,유기농이 주목받는 것은 건강 의식을 반영한다.,농업 용어.
Chapter 4,作坊,"작업장, 공방",옛 시가에는 전통 두부 공방이 몇 곳 남아 있다.,수공업.
Chapter 4,标记,"표시, 라벨",그는 지도에 느리게 걷는 경로를 표시했다.,표지·라벨.
Chapter 4,穿插,사이에 끼워 넣다,글을 쓸 때 짧은 휴식을 끼워 넣을 수 있다.,서사·일정.
Chapter 4,建筑物,건축물,역사 건축물은 제대로 보호되어야 한다.,건축.
Chapter 4,智者,지혜로운 사람,지혜로운 이는 빠름과 느림 사이에서 고르는 법을 안다.,고전적 어조.
Chapter 4,远远,멀리,멀리 산줄기가 수묵화처럼 보인다.,거리 부사.
Chapter 4,古人,옛사람,옛사람은 서두르면 실수한다고 했으니 오늘도 통한다.,고전 인용.
Chapter 4,中外,"국내외, 중국과 해외",국내외 도시 생활 속도에는 차이가 있다.,비교 범위.
Chapter 4,绝代,당대에 견줄 데 없다,이 가수는 당대에 견줄 데 없다고 찬사받는다.,강한 칭찬.
Chapter 4,大师,"대가, 거장",대가들은 흔히 침착하며 성공을 서두르지 않는다.,높은 존칭.
Chapter 4,幸好,다행히,다행히 그는 제때 멈춰 사고를 피했다.,안도.
Chapter 4,觉醒,각성하다,그는 빠른 생활에 대한 인식을 깨달았다.,의식.
Chapter 4,盒饭,도시락,직장인은 시간을 아끼려 도시락을 자주 먹는다.,도시 패스트푸드.
Chapter 4,饭局,식사 모임,그는 회식이 많아 집에서 밥 먹을 일이 드물다.,사교 식사.
Chapter 4,共享,공유하다,공유 자전거는 편리하지만 관리 문제도 있다.,현대 경제.
Chapter 4,应酬,"접대, 사교성 만남",불필요한 접대를 줄이면 쉴 시간이 늘어난다.,사회적 의무.
Chapter 4,新世纪,신세기,신세기 이후 정보 기술이 급속히 발전했다.,시대.
Chapter 4,丁克族,딩크족,딩크 부부는 개인 시간과 삶의 질을 더 중시한다.,사회 라벨.
Chapter 4,流水作业线,조립 라인,조립 라인은 생산량을 늘렸고 사람도 더 바빠졌다.,산업 이미지.
Chapter 4,电子革命,전자·디지털 혁명,전자 혁명은 사람들의 일하는 방식을 바꾸었다.,기술사.
Chapter 4,E时代,디지털 시대,디지털 시대에는 정보가 극히 빨리 갱신되므로 걸러 읽어야 한다.,시대 용어.
Chapter 4,农业社会,농업 사회,농업 사회의 생활은 비교적 느렸다.,역사 사회학.
Chapter 4,工业社会,산업 사회,산업 사회는 효율과 표준화를 강조한다.,역사 사회학.
Chapter 4,中产生活,중산층 생활,중산층 생활은 질을 추구하지만 압박도 받는다.,사회 계층.
Chapter 4,跑狗场,그레이하운드 경주장,글은 도시 오락과 속도를 대비하기 위해 그레이하운드 경주장을 언급한다.,지역 문화 인용.
Chapter 4,长潮,"장기적 흐름, 긴 유행",오래 이어진 소비 열풍이 가라앉자 사람들은 성찰하기 시작했다.,교재 특유 용법.
Chapter 5,上天,하늘; 하느님(운명),그녀는 하늘을 우러러 어머니를 위해 조용히 기도했다.,맥락에 따라 다름.
Chapter 5,印证,입증하다; 확인하다,이후 경험이 그녀의 당시 걱정을 입증했다.,검증.
Chapter 5,依赖,의지하다,아이가 크면 부모에게 지나치게 의지해서는 안 된다.,중립·부정 가능.
Chapter 5,其间,그 사이에; 그 기간에,그 기간에 그녀는 많은 일을 겪었으나 잘 말하지 않았다.,문어.
Chapter 5,回绝,거절하다,그는 정중히 부당한 초대를 거절했다.,격식 거절.
Chapter 5,庆贺,축하하다,친지들이 그의 대학 합격을 축하하러 왔다.,경사.
Chapter 5,倾心,마음을 다하다; 애정을 쏟다,그녀는 어머니를 돌보는 데 마음을 다했고 불평하지 않았다.,헌신.
Chapter 5,敏感,민감하다,아이는 어머니 기분 변화에 매우 민감하다.,심리·사회.
Chapter 5,清香,은은한 향,책장을 열자 은은한 향이 퍼졌다.,감각 이미지.
Chapter 5,俗不可耐,속된 말이 참을 수 없다,선정적인 말은 참을 수 없을 만큼 속되다.,강한 비판.
Chapter 5,比喻,비유,작가는 모성애를 봄 햇살에 비유했다.,수사.
Chapter 5,爱称,애칭,아이가 어머니를 부르는 애칭 소리가 유난히 부드럽다.,가족 친밀.
Chapter 5,抚摸,어루만지다,그녀는 낡은 책을 추억을 어루만지듯 쓰다듬었다.,부드러운 접촉.
Chapter 5,羽毛,깃털,깃털이 책 페이지에 떨어져 거의 무게가 없었다.,문자·비유.
Chapter 5,诗集,시집,이 시집 안에는 어머니의 필기가 끼워 있다.,문학.
Chapter 5,尘封,먼지가 쌓이다; 오래 방치되다,선반 꼭대기 책은 오래 먼지가 쌓여 있었다.,방치.
Chapter 5,意味深长,뜻이 깊다,어머니가 말없이 그를 깊은 뜻으로 바라보았다.,여운.
Chapter 5,此时,이때; 지금 이 순간,지금 이 순간 방 안에는 책 넘기는 소리만 있다.,시간 지시.
Chapter 5,有意识,의식적으로,그는 의식적으로 어머니와 더 많은 시간을 보냈다.,의도적.
Chapter 5,而已,~일 뿐이다,그냥 한번 일러 주는 것뿐이니 너무 곱씹지 마.,문장 끝 조어.
Chapter 5,营造,조성하다(분위기),따뜻한 조명이 고요하고 아늑한 분위기를 만들었다.,추상 목적어.
Chapter 5,胳膊肘,팔꿈치,그는 팔꿈치를 책상에 대고 책에 몰두했다.,구어.
Chapter 5,在场,현장에 있다,당시 현장에 있던 사람들은 모두 그 말에 감동했다.,출석.
Chapter 5,影集,사진첩,사진첩에는 어머니 젊은 미소가 담겨 있다.,기억.
Chapter 5,指点,가르쳐 주다; 짚어 주다,선생님이 시를 어떻게 읽을지 가르쳐 주었다.,지도.
Chapter 5,讲解,설명하다,그는 아이에게 시 한 줄 한 줄 뜻을 설명했다.,교육.
Chapter 5,无知,무지하다,무지해서 가족의 마음을 상하게 해서는 안 된다.,종종 부정.
Chapter 5,捂,손으로 가리다,그는 웃음이 어머니를 놀라게 할까 봐 입을 가렸다.,몸짓.
Chapter 5,浏览,훑어보다,그는 사진첩을 한 장씩 넘기며 훑어보았다.,빠른 열람.
Chapter 5,花花绿绿,알록달록하다,아이는 알록달록한 그림책을 좋아한다.,중첩어.
Chapter 5,书脊,책등,책등에 시집 제목이 적혀 있다.,책 부위.
Chapter 5,微微,살짝; 약간,그녀는 살짝 고개를 끄덕여 동의를 표했다.,약한 정도.
Chapter 5,默契,묵계; 눈빛만으로 통함,모자 사이에는 말 없이도 통하는 묵계가 있다.,긍정적 유대.
Chapter 5,敏捷,민첩하다,아이는 사고가 민첩해 재미있는 질문을 한다.,능력.
Chapter 5,微妙,미묘하다,모자 정에는 미묘한 부분이 많다.,섬세한 차이.
Chapter 5,陶醉,도취하다,그는 시의 리듬에 도취했다.,몰입.
Chapter 5,纯属,전적으로 ~이다,이건 전적으로 오해라서 화내지 마세요.,강조.
Chapter 5,天意,하늘의 뜻; 운명,그들의 만남은 운명이라고 믿는다.,숙명.
Chapter 5,匆匆,급히; 다급하게,그는 급히 인사하고 시험 보러 갔다.,서두름.
Chapter 5,落实,실행에 옮기다,안은 정해졌고 이제 실행이 관건이다.,업무.
Chapter 5,竭力,전력을 다하다,그녀는 어머니를 돌보는 데 전력을 다했고 힘들다고 하지 않았다.,강한 노력.
Chapter 5,劝阻,만류하다,가족이 밤샘을 만류했지만 그는 숙제를 끝내겠다고 했다.,설득해 그만두게.
Chapter 5,察觉,알아채다,그는 어머니가 오늘 피곤해 보임을 알아챘다.,인지.
Chapter 5,字迹,글씨,어머니가 남긴 글씨는 맑고 힘 있었다.,필적.
Chapter 5,潦草,글씨가 해질다; 대충하다,쪽지 글씨가 너무 해져 거의 읽을 수 없었다.,부정.
Chapter 5,字条,쪽지,책상 위에 어머니 쪽지가 놓여 있었다.,짧은 메모.
Chapter 5,对视,마주 보다,모자는 마주 보았고 눈에 눈물이 고였다.,감정 장면.
Chapter 5,无地自容,땅이 꺼져 들어가고 싶을 만큼 부끄럽다,자신의 무지를 떠올리며 몹시 부끄러웠다.,강한 수치.
Chapter 5,将近,거의; 가까이,거의 자정인데도 방 불이 켜져 있었다.,근사.
Chapter 5,音响,오디오; 스테레오,그는 스테레오를 켜 어머니가 좋아하던 곡을 틀었다.,음향 기기.
Chapter 5,播放,재생하다,이 녹음을 한 번 재생해 주세요.,미디어.
Chapter 5,美妙,아름답다; 훌륭하다,곡이 아름다워 마음이 차분해진다.,미적.
Chapter 5,舒缓,느긋하다; 완화되다,느긋한 선율이 어머니의 손길 같았다.,진정.
Chapter 5,乐曲,곡; 악곡,이 곡은 그가 많은 밤을 함께했다.,음악.
Chapter 5,致命,치명적이다,치명적 실수 하나가 신뢰를 무너뜨릴 수 있다.,비유적도 많음.
Chapter 5,空无一人,아무도 없다,교실에는 아무도 없고 바람 소리만 들렸다.,황량.
Chapter 5,缝,틈; 솔기,빛이 문틈으로 스며들어 책 페이지에 닿았다.,다의어.
Chapter 5,音量,음량,음량을 좀 낮춰 다른 사람을 방해하지 마세요.,소리 크기.
Chapter 5,调,조절하다,그는 오디오를 조절해 소리를 더 부드럽게 했다.,다의어.
Chapter 5,诸如,~와 같은; 예를 들면,독서나 산책 같은 것은 마음을 쉬게 한다.,문어 예시.
Chapter 5,老太婆,할머니(구어),이웃 할머니가 아이에게 이야기를 자주 해 준다.,구어; 맥락상 존중.
Chapter 5,年幼,어리다,그는 어릴 때 아버지를 여의고 어머니 손에서 자랐다.,나이.
Chapter 5,心烦意乱,마음이 번뇌하고 어수선하다,시험이 가까워져 마음이 어수선했다.,불안.
Chapter 5,一时间,한동안; 잠시,한동안 방 안에는 빗소리만 들렸다.,순간.
Chapter 5,垮,무너지다; 지치다,연속 밤샘으로 그는 완전히 지쳐 쓰러졌다.,구어.
Chapter 5,思绪,생각; 사색,빗소리를 들으며 생각이 멀리 흘렀다.,정신 흐름.
Chapter 5,纷纷扬扬,펄펄 날리다(눈·꽃잎),창밖에 눈이 펄펄 날리는데도 그는 책을 읽었다.,문어적.
Chapter 5,延伸,뻗다; 연장되다,오솔길은 강가까지 이어져 끝에 큰 나무가 있다.,공간·추상.
Chapter 5,绝望,절망,어려울 때 절망하지 말고 도움을 구하라.,강한 부정.
Chapter 5,光亮,빛; 밝기,등불 빛이 어머니 사진 위에 내려앉았다.,명사.
Chapter 5,急步,빠른 걸음,그는 빠르게 역으로 갔지만 버스를 놓쳤다.,서두름.
Chapter 5,暗影,어두운 그림자,나무 그림자가 땅에 길게 드리웠다.,문어.
Chapter 5,应有尽有,있어야 할 것은 다 있다,도서관에는 있을 책은 다 있다.,완비.
Chapter 5,像模像样,그럴듯하다,아이가 그럴듯하게 어머니에게 차를 따라 주었다.,구어 칭찬.
Chapter 5,包办,일방적으로 대신 결정하다,어머니는 그의 선택을 대신하지 않고 조언만 했다.,과잉 통제.
Chapter 5,使命,사명,그는 어머니를 돌보는 것을 자신의 사명으로 여겼다.,무거운 책임.
Chapter 5,以往,이전; 예전,예전에는 감정 표현을 잘 못했지만 이제는 배웠다.,과거.
Chapter 5,调侃,놀리다; 툭 던지다,친구들이 효도한다고 놀리자 그는 웃으며 고개를 끄덕였다.,가벼운 유머.
Chapter 5,急于,~하기를 급하다,성급히 결론 내지 말고 끝까지 듣자.,조급.
Chapter 5,描述,묘사하다,그는 어머니 미소를 말로 묘사하려 애썼다.,서술.
Chapter 5,来人,온 사람; 방문객,누군가 가볍게 문을 두드려 그가 문을 열었다.,방문.
Chapter 5,验证,검증하다,실험 결과가 그의 가설을 검증했다.,과학·논리.
Chapter 5,顺道,곁길로; 가는 길에,그는 길을 가다가 서점에 들러 시집을 샀다.,구어.
Chapter 5,投机,서로 잘 통하다,그들은 서로 잘 통해 이야기하다가 시간을 잊었다.,다의어; 맥락 구분.
Chapter 5,属实,사실이다,조사 결과 그가 한 말은 사실로 확인되었다.,격식.
Chapter 5,得劲,편하다; 시원하다(방언 느낌),이 옷은 입기에 아주 편하다.,북방 구어.
Chapter 5,自在,편안하다; 자유롭다,집에서는 마음이 편해 어린 시절로 돌아간 듯하다.,안락.
Chapter 5,频繁,빈번하다,그는 자주 집에 와 어머니를 뵙는다.,높은 빈도.
Chapter 5,甜蜜,달콤하다; 행복하다,어린 시절 기억에 달콤한 순간이 많다.,감정.
Chapter 5,借故,핑계를 대다,그는 핑계를 대고 자리를 비켜 모자에게 공간을 주었다.,구실.
Chapter 5,顺从,순종하다,그는 어머니 조언에 따라 사범대를 선택했다.,복종.
Chapter 5,予以,~을 가하다(문어),학교는 그에게 표창을 수여해 계속 노력하도록 격려했다.,격식.
Chapter 5,筹备,준비하다,가족이 어머니 생일 잔치를 준비 중이다.,계획.
Chapter 5,一声不吭,꼬박꼬박 말하지 않다,그는 말없이 눈물만 참았다.,침묵.
Chapter 5,喜气洋洋,기쁨이 가득하다,대학에 붙자 온 집안이 기쁨으로 가득했다.,경사.
Chapter 5,来宾,하객; 참석자,하객들이 자리에 앉자 결혼식이 시작되었다.,격식.
Chapter 5,玩具熊,테디 베어,아이는 소파에서 테디 베어를 안고 잠들었다.,유년.
Chapter 5,中等专业学校,중등 전문학교(중전),어머니는 중전을 졸업한 뒤 교사가 되었다.,교육 기관.
Chapter 5,在自己的眼皮底下,눈앞에서; 코앞에서,변화가 눈앞에서 일어났는데 그는 몰랐다.,구어 관용.
Chapter 5,教研室,교연실,어머니는 교연실에서 늦게까지 교안을 준비했다.,학교.
Chapter 5,泰戈尔,타고르(인도 시인),그는 타고르 시를 읽었고 어머니는 조용히 들었다.,고유명사.
Chapter 5,认认门,집을 알아보고 인사하러 가다,방학에 아이를 데리고 선생님 댁에 인사하러 갔다.,구어.
Chapter 5,百日照,백일 사진,앨범에 백일 사진이 있고 웃음이 달다.,가족 풍습.
Chapter 5,什么人什么命,사람마다 제 팔자가 있다,어르신이 팔자를 탄식했지만 정은이 담겨 있었다.,운명론적 구어.
