Chapter,hanzi,meaning,example_en,usage_note
Chapter 9,金玉良言,consejo de oro; perlas de sabiduría,Las palabras de tus ancianos son todas perlas de sabiduría; debes tenerlas en mente.,Palabras muy valoradas.
Chapter 9,工作狂,trabajoatólica,"Para terminar el proyecto, se convirtió en un verdadero trabajador.",Puede ser neutral o ligeramente crítico.
Chapter 9,拼命三郎,persona que trabaja desesperadamente duro,"Últimamente trabaja como loco, permaneciendo en la oficina hasta tarde cada noche.",De Water Margin personaje apodo.
Chapter 9,八九不离十,no lejos; bastante cerca,Tu estimación fue bastante cercana: el resultado fue aproximadamente lo que dijiste.,aproximación coloquial.
Chapter 9,代谢水平,nivel metabólico,"A medida que la gente envejece, su nivel metabólico disminuye gradualmente.",Vocabulario de salud y fitness.
Chapter 9,耳边风,palabras en un oído y fuera el otro,A menudo trata el consejo de sus padres como palabras en un oído y fuera del otro.,Implica ignorar el buen consejo.
Chapter 9,吃老本,vivir de logros pasados; descansar en los laureles,Usted no puede vivir de logros pasados para siempre - usted debe seguir aprendiendo.,advierte contra la complacencia.
Chapter 9,人在江湖，身不由己,en el mundo uno no puede siempre hacer como uno desea,El trabajo está ocupado y hay poco tiempo para la familia — uno no siempre puede hacer lo que uno quiere.,"Explica limitaciones, no excusa para hacer mal."
Chapter 9,朝九晚五,9 a 5 (programa de trabajo),Muchos trabajadores de oficina viven una vida de nueve a cinco.,Ritmo de trabajo estándar.
Chapter 9,日出而作，日落而息,levantarse al amanecer y descansar al atardecer,"Después de retirarse al campo, se levantó al amanecer y se descansó al atardecer, y su salud mejoró.",Descripción clásica de la vida rural.
Chapter 9,反其道而行之,hacer lo contrario de la manera habitual,"Mientras todos se levantan tarde, hace lo contrario y se mantiene temprano.",Destaca el contraste con la práctica común.
Chapter 9,慢性病,Enfermedad crónica,Sentarse demasiado tiempo y permanecer hasta tarde puede aumentar el riesgo de enfermedades crónicas como la espondilosis cervical y el hígado graso.,"Includes  molecular, optimización inmediatamente posterior, entendido como"
Chapter 9,买后悔药,comprar medicamentos de arrepentimiento (fig.: no puede deshacer el pasado),No hay lugar para comprar la medicina de arrepentimiento—pensar cuidadosamente antes de decidir.,Figurativo; enfatiza la irreversibilidad.
Chapter 9,金钥匙,llave dorada (fig.: acceso privilegiado),"Se metió en la universidad a través de su propio esfuerzo, no a través de ninguna llave dorada.",A menudo sobre educación o carrera.
Chapter 9,自主性,autonomía; independencia,"A medida que crecen los niños, los padres deben fomentar gradualmente su autonomía.",Importante en educación y psicología.
