Chapter,hanzi,meaning,example_en,usage_note
Chapter 4,餐桌,mesa de comedor,La mesa de comedor es un lugar importante para la conversación familiar.,Cultura doméstica.
Chapter 4,廉价,barato; barato,La comodidad barata no es excusa para descuidar la salud.,Descriptor económico.
Chapter 4,单一,monotonal,La vida no debe ser demasiado monótona; se necesita experiencia variada.,Falta de variedad.
Chapter 4,由此,por lo tanto;,Por lo tanto está claro que la velocidad no es el único estándar.,Conector lógico.
Chapter 4,派生,deriva; desove,Muchos términos en línea se derivan de palabras antiguas.,Linguistic/abstract.
Chapter 4,专用,dedicado; para uso especial,Este carril está dedicado a los autobuses.,Uso exclusivo.
Chapter 4,通道,paso; canal,Los cuervos fluyen constantemente a través del pasaje del metro.,Infraestructura.
Chapter 4,绿化,verde; forestación,El verde comunitario da a los residentes más espacio para caminar.,Medio ambiente.
Chapter 4,霓虹灯,luz de neón; signo de neón,Las luces de Neon brillan la noche y simbolizan el bullicio urbano.,Imagenes de la ciudad.
Chapter 4,有机耕种,agricultura orgánica,"La agricultura orgánica llama la atención, reflejando la conciencia de la salud.",término de agricultura.
Chapter 4,作坊,taller,Algunos talleres tradicionales de tofu permanecen en el casco antiguo.,Producción artesanal.
Chapter 4,标记,marca; etiqueta,Marcó la ruta lenta en el mapa.,Sign/label.
Chapter 4,穿插,entretejidos; entretejidos,Las pausas breves pueden ser intercaladas mientras escriben.,Narrative/schedule.
Chapter 4,建筑物,construcción; estructura,Los edificios históricos necesitan una protección adecuada.,Arquitectura.
Chapter 4,智者,persona sabia; sabio,Los sabios saben cómo elegir entre rápido y lento.,Tono clásico.
Chapter 4,远远,lejos; lejos,"Lejos, las montañas parecen la pintura de lavado de tinta.",Anuncio de distancia.
Chapter 4,古人,los antiguos; gente de edad,"Los antiguos dijeron que el precipitado hace desperdicios, aún esclarecedores.",Referencia clásica.
Chapter 4,中外,China y el extranjero; nacionales y extranjeros,Hay diferencias en el ritmo urbano entre China y el extranjero.,Alcance comparativo.
Chapter 4,绝代,sin precedentes; sin pares,Este cantante es aclamado sin pares.,Fuerte alabanza.
Chapter 4,大师,maestro; gran maestro,Los maestros a menudo se mantienen tranquilos y no apresuran el éxito.,Muy honorífico.
Chapter 4,幸好,por suerte; por suerte,Afortunadamente se detuvo a tiempo y evitó un accidente.,Alivio.
Chapter 4,觉醒,despertar; ser consciente,Se despertó para darse cuenta de la vida de ritmo rápido.,Conciencia.
Chapter 4,盒饭,comida en caja; caja de almuerzo,Los trabajadores de oficina a menudo comen comidas boxeadas para ahorrar tiempo.,Comida rápida urbana.
Chapter 4,饭局,cena; cita de comida,Tiene tantas reuniones de cena que rara vez come en casa.,Comida social.
Chapter 4,共享,compartir el sentido de la economía,Las bicicletas compartidas son convenientes pero también plantean problemas de gestión.,Economía moderna.
Chapter 4,应酬,compromisos sociales; entretenimiento,Cortar compromisos sociales innecesarios libera más tiempo de descanso.,Obligación social.
Chapter 4,新世纪,nuevo siglo; el siglo XXI,"Desde el nuevo siglo, la tecnología de la información ha avanzado rápidamente.",Período de tiempo.
Chapter 4,丁克族,"DINK (dujo ingreso, sin hijos)",Las parejas DINK se centran más en el tiempo personal y la calidad de vida.,La etiqueta social.
Chapter 4,流水作业线,línea de montaje,La línea de montaje levantó la salida y también hizo que la gente más bulliciosa.,Imagen industrial.
Chapter 4,电子革命,Revolución digital/electrónica,La revolución electrónica cambió cómo funciona la gente.,Historia técnica.
Chapter 4,E时代,E-era; edad digital,En las actualizaciones de información E-era extremadamente rápido; uno debe aprender a filtrar.,Período de período.
Chapter 4,农业社会,la sociedad agraria,La vida en la sociedad agraria era relativamente lenta.,Sociología histórica.
Chapter 4,工业社会,sociedad industrial,La sociedad industrial hace hincapié en la eficiencia y la estandarización.,Sociología histórica.
Chapter 4,中产生活,estilo de vida de clase media,"La vida de clase media persigue la calidad, pero también se enfrenta a la presión.",Estrato social.
Chapter 4,跑狗场,pista de carreras grishound,El texto menciona pistas de grishound para contrastar el entretenimiento urbano y el ritmo.,Referencia cultural regional.
Chapter 4,长潮,tendencia duradera,"Después de una larga tendencia al consumidor, la gente comenzó a reflexionar.",Uso específico de texto.
Chapter 5,上天,Cielo; el cielo,Ella miró al Cielo y oró en silencio por su madre.,Contexto dependiente.
Chapter 5,印证,confirmar; oprimir,La experiencia posterior confirmó su preocupación hace años.,Verificación.
Chapter 5,依赖,depender; depender de,Los niños adultos no deben confiar demasiado en los padres.,Puede ser neutral o negativo.
Chapter 5,其间,durante ese período; entre ellos,Durante ese tiempo pasó por mucho pero raramente se lo dijo a otros.,Tiempo/espacio formal.
Chapter 5,回绝,rechazar; rechazar,Rechazó la invitación irrazonable.,Rechazo formal.
Chapter 5,庆贺,Felicitaciones;,Familiares y amigos vinieron a felicitarlo por entrar en la universidad.,Festivo.
Chapter 5,倾心,devoto uno mismo; caída para,Se dedicó a cuidar a su madre sin quejarse.,Devoción emocional.
Chapter 5,敏感,sensible,El niño es muy sensible a los cambios en el humor de la madre.,Psicológica/social.
Chapter 5,清香,fragancia delicada,"Abrir las páginas, una delicada fragancia se desvaneció.",Imagen sensorial.
Chapter 5,俗不可耐,vulgar; insoportablemente tacto,Esas observaciones de atención eran insoportablemente vulgares.,Fuerte crítica.
Chapter 5,比喻,metáfora; analogía,Al autor le gusta el amor maternal al sol de primavera.,Dispositivo retórico.
Chapter 5,爱称,término de endearment; nombre de mascota,El nombre de la mascota del niño para Madre sonaba especialmente suave.,Intimidad familiar.
Chapter 5,抚摸,accidente cerebrovascular; cuidado,Derramó el viejo libro como si estrangulara un recuerdo.,Un toque suave.
Chapter 5,羽毛,pluma,"Una pluma cayó en la página, casi sin peso.",Luz literaria o figurativa.
Chapter 5,诗集,colección de poesía,Esta colección de poesía tiene las notas de Madre dentro.,Objeto literario.
Chapter 5,尘封,ser cubierto de polvo; estar inutilizado,Los libros en el estante superior habían sido cubiertos de polvo durante mucho tiempo.,Estado abandonado.
Chapter 5,意味深长,significativa; profunda,Madre le dio una mirada significativa y no dijo nada.,Profundidad sutil.
Chapter 5,此时,en este momento; ahora,"En este momento, sólo el sonido de las páginas giratorias llenó la habitación.",Hora punta.
Chapter 5,有意识,conscientemente; deliberadamente,Concientemente pasó más tiempo con su madre.,Acción intencional.
Chapter 5,而已,nada más; eso es todo,"Sólo te recuerdo, eso es todo, no pienses demasiado.",Partícula final de la sentencia.
Chapter 5,营造,crear; fomentar (atmósfera),La iluminación cálida creó un ambiente tranquilo y acogedor.,A menudo objeto abstracto.
Chapter 5,胳膊肘,el codo,Probó sus codos en el escritorio y leyó atentamente.,Parte corporal; coloquial.
Chapter 5,在场,estar presente; en la escena,Todos los presentes fueron movidos por sus palabras.,Presencia.
Chapter 5,影集,álbum de fotos; serie de televisión,El álbum de fotos graba la joven sonrisa de mamá.,Objeto de memoria.
Chapter 5,指点,señalar; dar orientación,El maestro le guió sobre cómo leer el poema en voz alta.,Puede ser literal apuntando.
Chapter 5,讲解,explicación; conferencia,Explicó el significado de cada línea al niño.,Enseñanza.
Chapter 5,无知,ignorante; ignorante,No hagas daño a los sentimientos de los seres queridos por ignorancia.,A menudo negativo.
Chapter 5,捂,(con la mano),"Cubrió su boca, temerosa risa perturbaría a Madre.",Un gesto físico.
Chapter 5,浏览,navegar; esquiar,"Eché un vistazo al álbum, girando página tras página.",Lectura rápida.
Chapter 5,花花绿绿,colorido; gaudí,Al niño le gustan los libros coloridos.,Reduplicación.
Chapter 5,书脊,columna (de un libro),El título de la colección de poesía está en la columna.,Parte del libro.
Chapter 5,微微,ligeramente; débil,Ella asintió ligeramente para mostrar acuerdo.,Grado suave.
Chapter 5,默契,comprensión tácita; rapport,Entre la madre y el niño hay rapport sin muchas palabras.,Un vínculo positivo.
Chapter 5,敏捷,ágil; rápido,El niño piensa rápidamente y hace preguntas interesantes.,Positivo habilidad.
Chapter 5,微妙,sutil; delicado,Hay muchos aspectos sutiles al vínculo madre-hijo.,Buen matiz.
Chapter 5,陶醉,ser intoxicado con; la recuperación en,Estaba perdido en el ritmo de la poesía.,Inmersión.
Chapter 5,纯属,puramente; nada más que,"Esto es puramente un malentendido, por favor no te enojes.",Emphasis.
Chapter 5,天意,La voluntad de Dios; el destino,Creía que su reunión era el destino.,Concepto falso.
Chapter 5,匆匆,con prisa; con prisa,Se despidió con prisa y se fue para el examen.,Haste.
Chapter 5,落实,ejecución; ejecución,El plan se establece; la clave es la aplicación.,Duración del trabajo.
Chapter 5,竭力,hacer el máximo,Ella hizo todo lo posible para cuidar a la Madre y nunca se quejó.,Fuerte esfuerzo.
Chapter 5,劝阻,disuasión; asesoramiento contra,"La familia lo disuadió de permanecer hasta tarde, pero insistió en terminar la tarea.",Persuasión para detenerse.
Chapter 5,察觉,detectar; ser consciente,Notó que mamá parecía cansada hoy.,Percepción.
Chapter 5,字迹,escritura,La escritura de la madre era buena y fuerte.,Traza escrita.
Chapter 5,潦草,descuidado; descuidado (escritura),La nota era tan descuidada que apenas era legible.,Calidad negativa.
Chapter 5,字条,nota; deslizamiento escrito,Mamá dejó una nota en el escritorio.,Mensaje corto.
Chapter 5,对视,Míranos.,"Madre e hijo se miraban mutuamente, lágrimas en sus ojos.",Escena emocional.
Chapter 5,无地自容,Ojalá el suelo se tragara uno,"Recordando su ignorancia, se sentía completamente avergonzado.",Fuerte vergüenza.
Chapter 5,将近,casi; casi,"Era casi medianoche, pero la luz seguía encendida.",Aproximación.
Chapter 5,音响,sistema de audio; estéreo,Encendió el estéreo y tocó música que le gustaba a mamá.,Dispositivo de audio.
Chapter 5,播放,juego (audio/video),"Por favor, toca esta grabación una vez.",Verbo de medios.
Chapter 5,美妙,maravilloso; hermoso,La música es maravillosa y calmante.,Estética alabanza.
Chapter 5,舒缓,calmante; lento ritmo,La melodía calmante se sentía como la caricia de mamá.,Calmando.
Chapter 5,乐曲,pieza musical; composición,Esta pieza lo acompañó durante muchas noches.,Término musical.
Chapter 5,致命,mortal; mortal,Un error mortal puede destruir la confianza.,A menudo figurativo.
Chapter 5,空无一人,completamente vacío; nadie alrededor,El aula estaba vacía excepto por el viento.,Escena abandonada.
Chapter 5,缝,grieta; costura; punto,La luz vino a través de la puerta crack en las páginas.,Polysemous; context for reading.
Chapter 5,音量,volumen (sonido),"Por favor, baja el volumen para no molestar a otros.",Control de audio.
Chapter 5,调,ajuste; sintonía,Ajustó el estéreo para que el sonido fuera más suave.,Polysemous.
Chapter 5,诸如,tales como;,Como leer y caminar puede ayudar a relajarse.,Ejemplo formal.
Chapter 5,老太婆,anciana (colloquial),El vecino mayor suele contar historias al niño.,Coloquial; use respetuosamente en contexto.
Chapter 5,年幼,joven; de edad tierna,Perdió a su padre joven y fue criado por su madre.,Descripción de edad.
Chapter 5,心烦意乱,trastornado y confundido,"Con exámenes cerca, se sintió molesto y distraído.",Agitación emocional.
Chapter 5,一时间,por un tiempo; en un punto,Durante un tiempo la habitación era tan tranquila que sólo la lluvia podía ser escuchada.,Un momento temporal.
Chapter 5,垮,colapso; descomposición,Permanecer hasta tarde le llevó completamente.,colapso físico/mental.
Chapter 5,思绪,pensamientos; tren del pensamiento,"Escuchando la lluvia, sus pensamientos se fueron muy lejos.",Flujo mental.
Chapter 5,纷纷扬扬,"girando y desbordando (ahora, hojas)",La nieve se desbordó fuera de la ventana mientras seguía leyendo.,Reduplicación literaria.
Chapter 5,延伸,extensión; estiramiento,"El camino se extendió al río, terminando en un árbol viejo.",Espacial o abstracto.
Chapter 5,绝望,desesperación; sin esperanza,No te desesperes cuando enfrentas dificultades; busca ayuda.,Fuerte negativo.
Chapter 5,光亮,luz; brillo,La lámpara cayó sobre la fotografía de mamá.,Ligero sustantivo.
Chapter 5,急步,pasos rápidos; prisa,"Huyó a la estación, pero aún perdió el autobús.",Camina rápido.
Chapter 5,暗影,sombra; silueta oscura,Las sombras de los árboles arrojan formas oscuras largas en el suelo.,Imagen literaria.
Chapter 5,应有尽有,tener todo lo que uno debe tener,La biblioteca tiene todo tipo de libro que uno podría querer.,Completa.
Chapter 5,像模像样,presentable; decente,El niño vierte a Madre una taza de té de una manera presentable.,Elogio coloquial.
Chapter 5,包办,tomar el control; organizar todo,Madre no arregló todo para él; ella sólo aconsejó.,A menudo el sentido del control.
Chapter 5,使命,misión; llamamiento,Vio cuidar a su madre como su misión.,Un deber serio.
Chapter 5,以往,en el pasado;,En el pasado rara vez expresó sentimientos; ahora ha aprendido.,Tiempo pasado.
Chapter 5,调侃,el té; la prohibición,Los amigos le burlaban de ser filial; asintió con una sonrisa.,Buen humor.
Chapter 5,急于,ansiosos; con prisa,No te apresures a las conclusiones; escucha primero.,Marcador de prisa.
Chapter 5,描述,describir; describir,Intentó describir con palabras la sonrisa de la madre.,Narración.
Chapter 5,来人,visitante; alguien que viene,Alguien golpeó suavemente y fue a abrir la puerta.,Visitante.
Chapter 5,验证,verificar; confirmar,El experimento verificó su hipótesis.,Científico/lógico.
Chapter 5,顺道,en el camino; mientras pasa,Pasó por la librería en el camino y compró una colección de poesía.,Conveniencia.
Chapter 5,投机,llevar bien; especulativo (otro sentido),Hablaron tan congénitamente que olvidaron el tiempo.,Context disambiguates.
Chapter 5,属实,ser verdadera; verificada,"Al revisar, lo que dijo era verdad.",Verificación formal.
Chapter 5,得劲,cómodo; satisfactorio,Esta ropa se siente muy cómoda.,Coloquial del norte.
Chapter 5,自在,a gusto; sin cuidado,"En casa está tranquilo, como si volviera a la infancia.",Estado cómodo.
Chapter 5,频繁,frecuentes; a menudo,Vuelve a casa con frecuencia para visitar a su madre.,Alta frecuencia.
Chapter 5,甜蜜,dulce; bienaventuranza,Los recuerdos infantiles contienen muchos detalles dulces.,Una emoción positiva.
Chapter 5,借故,hacer una excusa; usar como pretexto,"Hizo una excusa para irse, dando espacio a la madre y al niño.",Pretexto.
Chapter 5,顺从,obedecer; cumplir,Cumplió el consejo de la madre y eligió la universidad normal.,Obediencia.
Chapter 5,予以,donación;,La escuela le concedió un premio para fomentar nuevos esfuerzos.,Verbo formal.
Chapter 5,筹备,prepararse; organizar,La familia está preparando la reunión de cumpleaños de mamá.,Planificación.
Chapter 5,一声不吭,no pronunciar una palabra; guardar silencio,No pronunció ni una palabra y retuvo sus lágrimas.,Silencio.
Chapter 5,喜气洋洋,rayos con alegría,Toda la familia estaba vigiendo cuando llegó a la universidad.,Felicidad festiva.
Chapter 5,来宾,invitado; asistente,Los invitados tomaron asiento y comenzó la boda.,Invitado oficial.
Chapter 5,玩具熊,oso de peluche,El niño se quedó dormido en el sofá abrazando un oso de peluche.,Objeto infantil.
Chapter 5,中等专业学校,secundaria especializada,Madre se graduó de una escuela secundaria especializada y luego se convirtió en maestra.,Institución educativa.
Chapter 5,在自己的眼皮底下,debajo de la nariz,"El cambio ocurrió justo debajo de su nariz, pero no se dio cuenta.",idioma coloquial.
Chapter 5,教研室,oficina de enseñanza e investigación,La madre se quedó hasta tarde en la oficina docente preparando lecciones.,Institución escolar.
Chapter 5,泰戈尔,Tagore ( poeta indio),Leía la poesía de Tagore mientras mamá escuchaba en silencio.,Nombre adecuado.
Chapter 5,认认门,visita para conocer un lugar / familia,Durante las vacaciones tomó al niño para visitar y conocer al maestro.,Visita coloquial.
Chapter 5,百日照,foto tomada en el 100o día de un bebé,El álbum tiene su foto de bebé de 100 días con una dulce sonrisa.,Personal familiar.
Chapter 5,什么人什么命,tal es la vida de uno,"El anciano suspiró acerca de la vida, pero con afecto.",Coloquial fascista.
