Chapter,hanzi,meaning,example_en,usage_note
Chapter 9,平和,doux; doux; calme,Son attitude est toujours très calme dans la gestion des conflits.,Pas agressif.
Chapter 9,神清气爽,rafraîchissant; tête claire et rafraîchi,Prendre une promenade dans les montagnes tôt le matin fait se sentir rafraîchi.,Fraîcheur mentale/physique.
Chapter 9,倡导,avocat; initier,L'école a toujours préconisé le tri des ordures pour protéger l'environnement du campus.,Mener un appel à l'action.
Chapter 9,精辟,incisive; pénétrante,Ses paroles étaient une analyse très incisive de ce problème.,Profond et précis.
Chapter 9,金玉良言,conseil d'or; perles de sagesse,Les paroles de vos anciens sont toutes des perles de sagesse; vous devriez les garder à l'esprit.,Des mots très appréciés.
Chapter 9,工作狂,travailaholic,"Pour terminer le projet, il est devenu un vrai ouvrier.",Peut être neutre ou légèrement critique.
Chapter 9,拼命三郎,personne qui travaille désespérément dur,"Récemment, il travaille comme fou, restant au bureau jusqu'à tard tous les soirs.",Du surnom de personnage de Water Margin.
Chapter 9,八九不离十,pas loin; assez proche,Votre estimation était assez proche – le résultat était à peu près ce que vous avez dit.,Rapproximation colloquiale.
Chapter 9,代谢水平,niveau métabolique,"À mesure que les gens vieillissent, leur niveau métabolique diminue progressivement.",Vocabulaire santé et fitness.
Chapter 9,耳边风,mots dans une oreille et dehors l'autre,Il traite souvent les conseils de ses parents comme des mots d'une oreille et de l'autre.,Il s'agit d'ignorer les bons conseils.
Chapter 9,吃老本,vivre des réalisations passées; reposer sur ses lauriers,Vous ne pouvez pas vivre des réalisations passées pour toujours – vous devez continuer à apprendre.,Prévient la complaisance.
Chapter 9,人在江湖，身不由己,dans le monde on ne peut pas toujours faire comme on veut,Le travail est occupé et il y a peu de temps pour la famille — on ne peut pas toujours faire ce qu'on veut.,"Explique les contraintes, et non l'excuse d'une faute."
Chapter 9,朝九晚五,9 à 5 (horaire de travail),De nombreux employés de bureau vivent une vie de neuf à cinq ans.,Un rythme de travail standard.
Chapter 9,日出而作，日落而息,lever au lever du soleil et repos au coucher du soleil,"Après sa retraite à la campagne, il se leva au lever du soleil et se reposa au coucher du soleil, et sa santé s'améliora.",Description classique de la vie rurale.
Chapter 9,反其道而行之,faire le contraire de la manière habituelle,"Pendant que tout le monde reste debout tard, il fait le contraire et garde les premières heures.",Les faits saillants contrastent avec la pratique courante.
Chapter 9,慢性病,maladies chroniques,S'asseoir trop longtemps et rester en retard peut augmenter le risque de maladies chroniques comme la spondylose cervicale et le foie gras.,Comprend
Chapter 9,买后悔药,acheter des médicaments regret (fig.: ne peut pas défaire le passé),Il n'y a nulle part où acheter la médecine de regret – pensez soigneusement avant de décider.,Figuratif; souligne l'irréversibilité.
Chapter 9,金钥匙,clé dorée (fig.: accès privilégié),"Il est entré à l'université par son propre effort, pas par aucune clé d'or.",Souvent sur l'éducation ou la carrière.
Chapter 9,自主性,autonomie; indépendance,"À mesure que les enfants grandissent, les parents doivent progressivement favoriser leur autonomie.",Important en éducation et en psychologie.
