Chapter,hanzi,meaning,example_en,usage_note
Chapter 9,总管,प्रबंधक; महाप्रबंधक,"वह इस परियोजना का प्रबंधक है, सभी पक्षों का समन्वय करता है।",समग्र नेता।
Chapter 9,担子,बोझ; जिम्मेदारी,मॉनिटर के रूप में उसके कंधों पर बोझ हल्का नहीं।,जिम्मेदारी का प्रतीक भार।
Chapter 9,介于,के बीच में,यह रंग लाल और बैंगनी के बीच है।,सीमा में स्थिति।
Chapter 9,减退,घटना; कम होना,उम्र बढ़ने पर सुनने की क्षमता धीरे-धीरे घटती है।,शक्ति में कमी।
Chapter 9,疲乏,थका हुआ; क्लांत,लंबी यात्रा के बाद वह बहुत थका महसूस कर रहा था।,शारीरिक थकान।
Chapter 9,健忘,भुलक्कड़,हाल के दबाव से वह थोड़ा भुलक्कड़ हो गया।,भूलने की प्रवृत्ति।
Chapter 9,不良,बुरा; हानिकारक,लंबे समय जागना शरीर के लिए बहुत हानिकारी आदत है।,नकारात्मक गुण।
Chapter 9,酗酒,अत्यधिक शराब पीना,अत्यधिक शराब पीना शरीर और समाज दोनों के लिए हानिकारक।,शराब का दुरुपयोग।
Chapter 9,膳食,आहार; भोजन,उचित आहार स्वास्थ्य बनाए रखने के लिए महत्वपूर्ण है।,भोजन/पोषण के लिए औपचारिक।
Chapter 9,失衡,संतुलन बिगड़ना,इस खाने के तरीके से शरीर में सूक्ष्म तत्वों का संतुलन बिगड़ सकता है।,संतुलन की हानि।
Chapter 9,祸根,मुसीबत की जड़,खराब खान-पान कई बीमारियों की जड़ है।,आपदा की उत्पत्ति।
Chapter 9,应酬,मेलजोल; दावत,"हर शाम उसके मेलजोल होते हैं, घर कम खाता है।",व्यापार/सामाजिक बाध्यता।
Chapter 9,硬撑,ज़बरदस्ती टिके रहना,बीमार हो तो आराम करें; काम पर ज़बरदस्ती मत जाइए।,मुश्किल में चलते रहना।
Chapter 9,天长日久,लंबे समय बाद,लंबे समय तक लगे रहें तो ज़रूर सफल होंगे।,लंबी अवधि।
Chapter 9,恶果,बुरा परिणाम,पर्यावरण नष्ट करने के कृत्य का गंभीर बुरा परिणाम होगा।,बुरे कर्म का परिणाम।
Chapter 9,屡见不鲜,कोई नई बात नहीं,इंटरनेट युग में डेटा लीक की घटनाएँ कोई नई बात नहीं।,अक्सर देखी जाती।
Chapter 9,延续,जारी रखना,यह प्राचीन परंपरा आज तक जारी है।,बिना रुके विस्तार।
Chapter 9,全天候,चौबीसों घंटे,यह कन्वीनियंस स्टोर चौबीसों घंटे खुला है।,निरंतर सेवा।
Chapter 9,熬夜,देर तक जागना,रिपोर्ट पूरी करने के लिए वह कल रात तीन बजे तक जागा।,देर सोना/बिल्कुल न सोना।
Chapter 9,宵夜,आधी रात का नाश्ता,फ़िल्म के बाद चलो आधी रात का नाश्ता खाते हैं।,देर रात का भोजन।
Chapter 9,满满当当,ठसाठस भरा,उसका शेड्यूल हर दिन ठसाठस भरा है।,कोई जगह नहीं।
Chapter 9,透支,अत्यधिक खर्च; ओवरड्राफ्ट,अत्यधिक थकान शरीर को गंभीर ओवरड्राफ्ट स्थिति में डाल देती है।,उपलब्ध से ज़्यादा उपयोग।
Chapter 9,张弛有度,काम और आराम का संतुलन,वैज्ञानिक पढ़ाई में काम और आराम का संतुलन होना चाहिए।,शाब्दिक: तनाव और विश्राम माप में।
Chapter 9,基因,जीन,अनुसंधान से पता चला कि लंबाई बड़ी हद तक जीन से तय होती है।,जैविक इकाई।
Chapter 9,遗传,वंशागत,इस बीमारी में स्पष्ट पारिवारिक वंशागत झुकाव है।,जैविक गुणों का हस्तांतरण।
Chapter 9,吓唬,डराना,वह बस आपको डरा रहा है; सीरियस मत लीजिए।,धमकाना (बोलचाल)।
Chapter 9,语重心长,गंभीर और सारगर्भित सलाह,जाने से पहले शिक्षक ने गंभीर भाव से अच्छी देखभाल की सलाह दी।,गहरी भावना वाला भाषण।
Chapter 9,灵丹妙药,चमत्कारी औषधि (रूपक),व्यायाम स्वास्थ्य बनाए रखने की चमत्कारी औषधि है।,सर्वोपचार (अक्सर रूपक)।
Chapter 9,均衡,संतुलित,"हमें संतुलित पोषण बनाए रखना चाहिए, और फल-सब्ज़ी खानी चाहिए।",समान वितरण।
Chapter 9,开朗,खुशमिज़ाज; आशावादी,वह खुशमिज़ाज लड़की है; सभी उससे दोस्ती करना चाहते हैं।,उज्ज्वल स्वभाव।
Chapter 9,平和,कोमल; शांत,विवाद सुलझाते समय उसका रवैया बहुत शांत रहता है।,आक्रामक नहीं।
Chapter 9,神清气爽,तरोताज़ा; मन प्रसन्न,सुबह पहाड़ में टहलने से मन तरोताज़ा महसूस होता है।,मानसिक/शारीरिक ताज़गी।
Chapter 9,倡导,वकालत करना; शुरू करना,स्कूल हमेशा कूड़ा अलग करने की वकालत करता है।,कार्रवाई के लिए आह्वान।
Chapter 9,精辟,तीक्ष्ण; गहन,उसके शब्द इस समस्या का बहुत तीक्ष्ण विश्लेषण हैं।,गहरा और सटीक।
Chapter 9,金玉良言,कीमती सलाह,बड़ों के शब्द कीमती सलाह हैं—दिल में रखिए।,अत्यधिक मूल्यवान शब्द।
Chapter 9,工作狂,कामकाजी व्यसनी,प्रोजेक्ट पूरा करने के लिए वह सच में कामकाजी व्यसनी बन गया।,तटस्थ या हल्की आलोचना।
Chapter 9,拼命三郎,अत्यधिक मेहनती व्यक्ति,हाल में वह अत्यधिक मेहनती की तरह रोज़ देर तक ऑफिस में रहता है।,पानी मार्जिन के उपनाम से।
Chapter 9,八九不离十,लगभग सही,आपका अनुमान लगभग सही था—परिणाम लगभग वैसा ही।,बोलचाल अनुमान।
Chapter 9,代谢水平,चयापचय स्तर,उम्र बढ़ने पर चयापचय स्तर धीरे-धीरे घटता है।,स्वास्थ्य और फिटनेस शब्द।
Chapter 9,耳边风,एक कान से सुनकर दूसरे से निकालना,वह माता-पिता की सलाह अक्सर एक कान से सुनकर दूसरे से निकाल देता है।,अच्छी सलाह अनदेखी।
Chapter 9,吃老本,पुरानी कामयाबी पर जीना,पुरानी कामयाबी पर हमेशा नहीं जी सकते—नया सीखते रहें।,आत्मसंतुष्टि की चेतावनी।
Chapter 9,人在江湖，身不由己,दुनिया में इच्छा के मुताबिक नहीं,"काम व्यस्त, परिवार का समय कम—दुनिया में सब कुछ इच्छा के मुताबिक नहीं।","बाधाएँ समझाता है, बहाना नहीं।"
Chapter 9,朝九晚五,नौ से पाँच की नौकरी,कई ऑफिस कर्मचारी नौ से पाँच की नौकरी जीते हैं।,मानक कार्य लय।
Chapter 9,日出而作，日落而息,"सूर्योदय पर काम, सूर्यास्त पर विश्राम","सेवानिवृत्ति के बाद वह गाँव लौटा, सूर्योदय पर काम और सूर्यास्त पर विश्राम—स्वास्थ्य बेहतर हुआ।",ग्रामीण जीवन का वर्णन।
Chapter 9,反其道而行之,उलटा तरीका अपनाना,"सब देर तक जागते हैं, वह उलटा जल्दी सोकर जल्दी उठता है।",सामान्य प्रथा के विपरीत।
Chapter 9,慢性病,पुरानी बीमारी,लंबे बैठने और जागने से सर्वाइकल स्पॉन्डिलोसिस आदि पुरानी बीमारी का जोखिम बढ़ सकता है।,"तीन उच्च, यकृत आदि सामान्य संदर्भ।"
Chapter 9,买后悔药,पछतावा की दवा खरीदना (रूपक),पछतावा की दवा कहीं नहीं मिलती—निर्णय से पहले सोचिए।,रूपक; अपरिवर्तनीयता।
Chapter 9,金钥匙,सुनहरी चाबी (विशेषाधिकार),"वह अपनी मेहनत से विश्वविद्यालय में गया, किसी सुनहरी चाबी पर नहीं।",अक्सर शिक्षा या करियर।
Chapter 9,自主性,स्वायत्तता; स्वतंत्रता,बच्चे बड़े होने पर माता-पिता को उनकी स्वायत्तता बढ़ानी चाहिए।,शिक्षा और मनोविज्ञान में महत्वपूर्ण।
